id,type,host_Z,visits_needed,visits_done,started,completed
1659,Ia,23.283,5,5,1,1
1660,Ia,21.654,1,0,0,0
1661,Ia,25.207,139,5,1,0
1662,Ia,22.393,1,0,0,0
1663,Ia,23.591,8,0,0,0
1664,Ia,24.028,16,9,1,0
1665,Ia,23.669,9,9,1,1
1666,Ia,22.052,1,0,0,0
1668,Ia,21.545,1,1,1,1
1669,Ia,23.617,8,0,0,0
1670,Ia,21.314,1,1,1,1
1671,Ia,20.773,1,0,0,0
1673,Ia,21.827,1,1,1,1
1674,Ia,22.056,1,0,0,0
1676,Ia,20.614,1,1,1,1
1677,Ia,23.441,6,6,1,1
1678,Ia,23.882,13,13,1,1
1679,Ia,22.054,1,0,0,0
1680,Ia,22.507,1,1,1,1
1681,Ia,21.505,1,1,1,1
1683,Ia,21.805,1,1,1,1
1684,Ia,23.458,6,6,1,1
1685,Ia,23.037,3,3,1,1
1686,Ia,22.410,1,1,1,1
1687,Ia,22.980,3,3,1,1
1688,Ia,23.934,14,14,1,1
1689,Ia,23.744,10,0,0,0
1690,Ia,19.223,1,0,0,0
1691,Ia,20.948,1,1,1,1
1692,Ia,23.755,10,8,1,0
1693,Ia,20.601,1,0,0,0
1694,Ia,20.554,1,0,0,0
1695,Ia,19.865,1,1,1,1
1696,Ia,21.538,1,1,1,1
1697,Ia,22.536,2,2,1,1
1698,Ia,21.316,1,1,1,1
1699,Ia,20.761,1,1,1,1
1700,Ia,24.098,19,15,1,0
1701,Ia,24.584,45,0,0,0
1702,Ia,23.818,11,9,1,0
1703,Ia,23.234,4,4,1,1
1704,Ia,23.761,10,10,1,1
1705,Ia,21.766,1,1,1,1
1706,Ia,21.775,1,1,1,1
1707,Ia,21.490,1,1,1,1
1708,Ia,21.123,1,1,1,1
1709,Ia,19.551,1,1,1,1
1710,Ia,20.528,1,1,1,1
1711,Ia,22.733,2,2,1,1
1712,Ia,23.999,15,0,0,0
1713,Ia,24.395,32,9,1,0
1714,Ia,22.175,1,0,0,0
1715,Ia,21.116,1,1,1,1
1716,Ia,22.176,1,1,1,1
1717,Ia,22.070,1,1,1,1
1718,Ia,23.263,4,0,0,0
1719,Ia,19.729,1,0,0,0
1720,Ia,23.871,13,0,0,0
1721,Ia,20.639,1,1,1,1
1722,Ia,21.451,1,0,0,0
1723,Ia,21.760,1,0,0,0
1724,Ia,20.636,1,0,0,0
1725,Ia,20.264,1,1,1,1
1726,Ia,22.937,3,0,0,0
1727,Ia,20.119,1,1,1,1
1728,Ia,23.594,8,0,0,0
1729,Ia,22.347,1,1,1,1
1730,Ia,21.748,1,1,1,1
1731,Ia,22.875,2,2,1,1
1733,Ia,24.294,27,11,1,0
1734,Ia,21.282,1,1,1,1
1735,Ia,24.323,28,0,0,0
1736,Ia,22.246,1,1,1,1
1737,Ia,23.674,9,0,0,0
1739,Ia,20.670,1,1,1,1
1740,Ia,23.845,12,12,1,1
1741,Ia,22.035,1,0,0,0
1742,Ia,23.312,5,0,0,0
1743,Ia,21.442,1,1,1,1
1744,Ia,19.328,1,0,0,0
1745,Ia,20.385,1,0,0,0
1746,Ia,23.236,4,4,1,1
1747,Ia,22.152,1,1,1,1
1748,Ia,22.861,2,2,1,1
1750,Ia,21.928,1,1,1,1
1751,Ia,21.115,1,0,0,0
1752,Ia,20.980,1,1,1,1
1753,Ia,24.226,23,14,1,0
1754,Ia,22.621,2,2,1,1
1755,Ia,20.734,1,0,0,0
1756,Ia,22.136,1,1,1,1
1757,Ia,21.644,1,0,0,0
1759,Ia,24.370,31,0,0,0
1760,Ia,21.112,1,0,0,0
1761,Ia,21.426,1,1,1,1
1762,Ia,20.950,1,0,0,0
1763,Ia,24.886,78,0,0,0
1764,Ia,24.771,62,23,1,0
1765,Ia,22.300,1,1,1,1
1766,Ia,19.969,1,1,1,1
1767,Ia,22.368,1,1,1,1
1768,Ia,21.591,1,0,0,0
1769,Ia,23.322,5,0,0,0
1770,Ia,22.954,3,0,0,0
1771,Ia,19.112,1,1,1,1
1772,Ia,22.109,1,0,0,0
1773,Ia,21.466,1,1,1,1
1774,Ia,21.332,1,1,1,1
1775,Ia,22.428,1,0,0,0
1776,Ia,21.462,1,0,0,0
1777,Ia,21.675,1,1,1,1
1778,Ia,21.538,1,1,1,1
1779,Ia,21.801,1,1,1,1
1780,Ia,23.940,14,14,1,1
1781,Ia,20.244,1,0,0,0
1782,Ia,24.749,59,0,0,0
1783,Ia,20.276,1,1,1,1
1784,Ia,23.071,3,0,0,0
1785,Ia,23.016,3,3,1,1
1786,Ia,22.632,2,2,1,1
1787,Ia,22.783,2,2,1,1
1788,Ia,20.667,1,1,1,1
1789,Ia,24.547,42,0,0,0
1791,Ia,21.723,1,0,0,0
1792,Ia,22.159,1,1,1,1
1793,Ia,22.999,3,3,1,1
1794,Ia,22.043,1,1,1,1
1795,Ia,20.662,1,0,0,0
1796,Ia,20.955,1,1,1,1
1797,Ia,21.609,1,1,1,1
1798,Ia,22.759,2,0,0,0
1799,Ia,21.584,1,1,1,1
1800,Ia,23.017,3,3,1,1
1801,Ia,20.473,1,0,0,0
1802,Ia,23.425,6,6,1,1
1803,Ia,21.038,1,0,0,0
1804,Ia,21.991,1,1,1,1
1805,Ia,21.896,1,1,1,1
1806,Ia,20.248,1,0,0,0
1807,Ia,22.319,1,1,1,1
1808,Ia,21.114,1,1,1,1
1809,Ia,21.888,1,1,1,1
1810,Ia,21.467,1,1,1,1
1812,Ia,19.495,1,0,0,0
1813,Ia,23.812,11,11,1,1
1814,Ia,21.754,1,1,1,1
1815,Ia,21.102,1,1,1,1
1816,Ia,21.567,1,1,1,1
1817,Ia,22.248,1,1,1,1
1818,Ia,25.322,174,0,0,0
1819,Ia,23.527,7,0,0,0
1820,Ia,21.508,1,1,1,1
1821,Ia,19.892,1,1,1,1
1822,Ia,23.135,4,4,1,1
1823,Ia,21.835,1,0,0,0
1824,Ia,24.167,21,14,1,0
1825,Ia,19.809,1,0,0,0
1826,Ia,21.134,1,1,1,1
1827,Ia,20.285,1,0,0,0
1828,Ia,24.059,17,17,1,1
1829,Ia,23.435,6,6,1,1
1830,Ia,23.571,7,7,1,1
1831,Ia,21.027,1,1,1,1
1832,Ia,20.795,1,1,1,1
1833,Ia,22.937,3,0,0,0
1834,Ia,22.914,3,3,1,1
1835,Ia,25.060,107,19,1,0
1836,Ia,20.782,1,0,0,0
1837,Ia,24.755,60,19,1,0
1838,Ia,20.311,1,1,1,1
1839,Ia,22.564,2,2,1,1
1840,Ia,20.932,1,0,0,0
1841,Ia,20.560,1,1,1,1
1842,Ia,20.444,1,0,0,0
1843,Ia,20.942,1,1,1,1
1844,Ia,19.865,1,1,1,1
1845,Ia,20.253,1,1,1,1
1847,Ia,18.775,1,1,1,1
1848,Ia,23.151,4,0,0,0
1849,Ia,20.590,1,1,1,1
1850,Ia,20.906,1,1,1,1
1851,Ia,22.275,1,0,0,0
1852,Ia,21.784,1,0,0,0
1853,Ia,19.899,1,1,1,1
1854,Ia,22.285,1,1,1,1
1855,Ia,23.763,10,10,1,1
1856,Ia,22.999,3,0,0,0
1857,Ia,24.981,91,0,0,0
1858,Ia,22.373,1,0,0,0
1859,Ia,21.557,1,1,1,1
1860,Ia,22.876,2,0,0,0
1861,Ia,20.733,1,1,1,1
1862,Ia,21.565,1,1,1,1
1863,Ia,21.479,1,0,0,0
1864,Ia,23.301,5,0,0,0
1865,Ia,23.904,13,13,1,1
1866,Ia,23.056,3,0,0,0
1868,Ia,22.568,2,2,1,1
1869,Ia,23.068,3,3,1,1
1870,Ia,21.354,1,1,1,1
1871,Ia,25.440,214,19,1,0
1872,Ia,24.039,17,17,1,1
1873,Ia,22.926,3,3,1,1
1874,Ia,23.451,6,6,1,1
1875,Ia,21.725,1,1,1,1
1876,Ia,21.681,1,0,0,0
1877,Ia,24.020,16,0,0,0
1878,Ia,21.987,1,1,1,1
1879,Ia,21.997,1,0,0,0
1880,Ia,21.719,1,1,1,1
1882,Ia,24.514,39,29,1,0
1883,Ia,21.418,1,0,0,0
1884,Ia,25.379,193,21,1,0
1885,Ia,19.882,1,1,1,1
1886,Ia,23.933,14,14,1,1
1887,Ia,23.057,3,0,0,0
1888,Ia,20.757,1,0,0,0
1889,Ia,20.077,1,1,1,1
1890,Ia,25.121,120,0,0,0
1891,Ia,20.568,1,1,1,1
1894,Ia,21.526,1,1,1,1
1895,Ia,21.058,1,0,0,0
1897,Ia,22.877,2,0,0,0
1898,Ia,20.422,1,1,1,1
1900,Ia,23.456,6,6,1,1
1901,Ia,20.029,1,1,1,1
1902,Ia,21.442,1,1,1,1
1903,Ia,20.781,1,0,0,0
1904,Ia,25.053,106,0,0,0
1905,Ia,22.145,1,1,1,1
1906,Ia,22.477,1,0,0,0
1907,Ia,20.863,1,0,0,0
1909,Ia,22.511,1,0,0,0
1910,Ia,20.991,1,0,0,0
1911,Ia,22.710,2,2,1,1
1912,Ia,23.898,13,1,1,0
1913,Ia,20.784,1,1,1,1
1914,Ia,22.490,1,1,1,1
1916,Ia,21.567,1,0,0,0
1917,Ia,21.918,1,1,1,1
1918,Ia,21.754,1,0,0,0
1919,Ia,21.570,1,1,1,1
1920,Ia,22.124,1,1,1,1
1921,Ia,23.652,9,0,0,0
1922,Ia,22.076,1,1,1,1
1923,Ia,21.140,1,0,0,0
1924,Ia,18.604,1,1,1,1
1925,Ia,22.103,1,1,1,1
1926,Ia,23.037,3,3,1,1
1927,Ia,21.973,1,1,1,1
1928,Ia,21.449,1,1,1,1
1929,Ia,25.113,119,0,0,0
1930,Ia,22.767,2,0,0,0
1931,Ia,21.618,1,1,1,1
1932,Ia,22.732,2,2,1,1
1933,Ia,22.404,1,1,1,1
1934,Ia,21.188,1,0,0,0
1935,Ia,20.920,1,0,0,0
1936,Ia,23.568,7,7,1,1
1937,Ia,22.404,1,1,1,1
1938,Ia,23.669,9,0,0,0
1939,Ia,21.289,1,1,1,1
1940,Ia,22.329,1,1,1,1
1941,Ia,24.518,39,26,1,0
1942,Ia,21.025,1,1,1,1
1943,Ia,21.845,1,1,1,1
1944,Ia,20.003,1,0,0,0
1945,Ia,19.534,1,1,1,1
1946,Ia,22.542,2,2,1,1
1947,Ia,20.171,1,1,1,1
1949,Ia,24.607,47,12,1,0
1950,Ia,24.188,22,22,1,1
1951,Ia,21.725,1,1,1,1
1952,Ia,21.514,1,1,1,1
1953,Ia,18.716,1,1,1,1
1954,Ia,25.438,213,0,0,0
1955,Ia,21.083,1,1,1,1
1956,Ia,22.944,3,0,0,0
1957,Ia,22.150,1,1,1,1
1958,Ia,22.924,3,3,1,1
1959,Ia,20.272,1,0,0,0
1960,Ia,20.132,1,1,1,1
1961,Ia,21.832,1,1,1,1
1962,Ia,24.583,45,26,1,0
1963,Ia,20.657,1,0,0,0
1964,Ia,20.228,1,0,0,0
1965,Ia,21.301,1,0,0,0
1967,Ia,21.394,1,1,1,1
1969,Ia,23.825,12,9,1,0
1970,Ia,24.120,20,0,0,0
1972,Ia,22.622,2,2,1,1
1973,Ia,21.545,1,0,0,0
1974,Ia,20.680,1,0,0,0
1976,Ia,19.540,1,1,1,1
1977,Ia,21.258,1,1,1,1
1978,Ia,24.138,20,0,0,0
1979,Ia,20.184,1,0,0,0
1980,Ia,24.572,44,0,0,0
1983,Ia,22.170,1,0,0,0
1984,Ia,23.116,4,0,0,0
1985,Ia,22.033,1,1,1,1
1986,Ia,24.404,33,1,1,0
1987,Ia,20.322,1,1,1,1
1988,Ia,21.987,1,1,1,1
1989,Ia,21.210,1,1,1,1
1990,Ia,20.604,1,1,1,1
1991,Ia,23.091,3,0,0,0
1992,Ia,22.607,2,2,1,1
1993,Ia,22.583,2,2,1,1
1994,Ia,23.277,5,0,0,0
1996,Ia,23.915,14,5,1,0
1997,Ia,22.335,1,0,0,0
1998,Ia,23.390,6,6,1,1
1999,Ia,21.991,1,0,0,0
2000,Ia,23.338,5,0,0,0
2001,Ia,24.333,29,29,1,1
2002,Ia,22.854,2,0,0,0
2003,Ia,22.633,2,0,0,0
2005,Ia,21.821,1,1,1,1
2006,Ia,22.095,1,1,1,1
2007,Ia,21.091,1,0,0,0
2008,Ia,20.741,1,1,1,1
2009,Ia,21.754,1,1,1,1
2010,Ia,21.417,1,1,1,1
2011,Ia,19.540,1,0,0,0
2012,Ia,21.606,1,0,0,0
2013,Ia,18.925,1,1,1,1
2014,Ia,24.593,46,11,1,0
2016,Ia,21.277,1,1,1,1
2017,Ia,21.708,1,0,0,0
2019,Ia,18.748,1,0,0,0
2020,Ia,24.264,25,15,1,0
2021,Ia,22.979,3,0,0,0
2022,Ia,20.961,1,0,0,0
2023,Ia,20.447,1,1,1,1
2024,Ia,22.118,1,1,1,1
2025,Ia,19.300,1,0,0,0
2026,Ia,19.213,1,0,0,0
2027,Ia,20.716,1,0,0,0
2028,Ia,19.882,1,0,0,0
2029,Ia,22.627,2,2,1,1
2030,Ia,24.424,34,19,1,0
2031,Ia,22.489,1,1,1,1
2032,Ia,20.884,1,1,1,1
2033,Ia,19.302,1,0,0,0
2034,Ia,21.100,1,1,1,1
2035,Ia,22.178,1,0,0,0
2036,Ia,21.240,1,1,1,1
2037,Ia,22.536,2,2,1,1
2038,Ia,21.937,1,1,1,1
2039,Ia,20.808,1,0,0,0
2040,Ia,19.875,1,1,1,1
2041,Ia,23.376,5,5,1,1
2042,Ia,20.955,1,0,0,0
2043,Ia,22.251,1,0,0,0
2044,Ia,20.973,1,0,0,0
2045,Ia,22.904,3,0,0,0
2046,Ia,23.396,6,6,1,1
2047,Ia,21.460,1,0,0,0
2048,Ia,22.463,1,1,1,1
2049,Ia,24.285,26,0,0,0
2050,Ia,23.440,6,5,1,0
2051,Ia,23.054,3,3,1,1
2052,Ia,21.006,1,1,1,1
2053,Ia,20.085,1,0,0,0
2054,Ia,23.528,7,7,1,1
2055,Ia,23.963,15,12,1,0
2056,Ia,22.987,3,3,1,1
2058,Ia,20.111,1,1,1,1
2059,Ia,21.585,1,0,0,0
2060,Ia,21.796,1,1,1,1
2061,Ia,21.391,1,0,0,0
2062,Ia,24.231,23,19,1,0
2063,Ia,20.762,1,0,0,0
2064,Ia,23.120,4,4,1,1
2065,Ia,21.431,1,0,0,0
2066,Ia,21.999,1,1,1,1
2067,Ia,22.998,3,0,0,0
2068,Ia,21.041,1,1,1,1
2069,Ia,23.292,5,0,0,0
2070,Ia,22.014,1,0,0,0
2072,Ia,21.902,1,0,0,0
2073,Ia,20.893,1,0,0,0
2074,Ia,20.255,1,1,1,1
2075,Ia,19.603,1,1,1,1
2076,Ia,21.782,1,1,1,1
2077,Ia,20.846,1,1,1,1
2078,Ia,20.275,1,0,0,0
2080,Ia,21.232,1,1,1,1
2081,Ia,22.656,2,2,1,1
2082,Ia,22.214,1,0,0,0
2083,Ia,23.565,7,6,1,0
2084,Ia,21.164,1,1,1,1
2085,Ia,19.469,1,1,1,1
2086,Ia,20.452,1,0,0,0
2088,Ia,24.975,91,0,0,0
2089,Ia,20.477,1,0,0,0
2090,Ia,24.634,49,0,0,0
2092,Ia,21.332,1,1,1,1
2094,Ia,21.273,1,1,1,1
2096,Ia,22.571,2,2,1,1
2097,Ia,21.048,1,1,1,1
2098,Ia,20.913,1,1,1,1
2100,Ia,19.623,1,0,0,0
2101,Ia,23.757,10,0,0,0
2102,Ia,22.543,2,2,1,1
2103,Ia,22.181,1,0,0,0
2104,Ia,23.133,4,4,1,1
2105,Ia,22.726,2,2,1,1
2107,Ia,20.389,1,1,1,1
2108,Ia,21.835,1,1,1,1
2109,Ia,23.547,7,0,0,0
2110,Ia,19.899,1,1,1,1
2111,Ia,22.011,1,1,1,1
2112,Ia,19.888,1,1,1,1
2113,Ia,22.481,1,0,0,0
2114,Ia,21.660,1,1,1,1
2116,Ia,21.849,1,1,1,1
2117,Ia,22.984,3,3,1,1
2118,Ia,23.034,3,0,0,0
2119,Ia,22.290,1,1,1,1
2121,Ia,22.010,1,1,1,1
2122,Ia,23.566,7,7,1,1
2124,Ia,23.316,5,5,1,1
2125,Ia,19.824,1,1,1,1
2126,Ia,21.008,1,1,1,1
2127,Ia,20.045,1,1,1,1
2129,Ia,21.116,1,0,0,0
2130,Ia,21.818,1,1,1,1
2131,Ia,23.562,7,0,0,0
2132,Ia,22.063,1,1,1,1
2133,Ia,22.093,1,1,1,1
2134,Ia,22.672,2,2,1,1
2135,Ia,21.051,1,0,0,0
2137,Ia,22.136,1,1,1,1
2138,Ia,22.045,1,1,1,1
2139,Ia,21.440,1,1,1,1
2140,Ia,23.346,5,5,1,1
2141,Ia,18.625,1,0,0,0
2142,Ia,20.669,1,0,0,0
2143,Ia,23.102,3,0,0,0
2144,Ia,21.712,1,1,1,1
2145,Ia,22.754,2,0,0,0
2146,Ia,21.740,1,0,0,0
2147,Ia,22.001,1,1,1,1
2148,Ia,22.582,2,2,1,1
2149,Ia,21.194,1,1,1,1
2151,Ia,21.497,1,1,1,1
2152,Ia,23.331,5,5,1,1
2153,Ia,24.535,41,0,0,0
2154,Ia,24.645,50,23,1,0
2155,Ia,23.369,5,5,1,1
2156,Ia,19.961,1,0,0,0
2158,Ia,24.186,22,22,1,1
2159,Ia,21.774,1,1,1,1
2160,Ia,24.983,92,0,0,0
2161,Ia,21.798,1,1,1,1
2162,Ia,22.648,2,0,0,0
2163,Ia,23.157,4,4,1,1
2164,Ia,21.493,1,1,1,1
2165,Ia,20.511,1,0,0,0
2166,Ia,19.769,1,1,1,1
2169,Ia,21.389,1,0,0,0
2170,Ia,20.696,1,1,1,1
2171,Ia,19.985,1,1,1,1
2173,Ia,21.379,1,0,0,0
2174,Ia,22.425,1,0,0,0
2175,Ia,21.143,1,1,1,1
2176,Ia,19.204,1,1,1,1
2177,Ia,20.710,1,1,1,1
2178,Ia,20.601,1,0,0,0
2179,Ia,20.337,1,0,0,0
2180,Ia,20.243,1,0,0,0
2181,Ia,22.379,1,1,1,1
2182,Ia,21.852,1,0,0,0
2183,Ia,21.118,1,1,1,1
2184,Ia,22.279,1,0,0,0
2185,Ia,21.137,1,0,0,0
2186,Ia,22.968,3,3,1,1
2187,Ia,20.396,1,1,1,1
2188,Ia,20.073,1,1,1,1
2190,Ia,22.394,1,1,1,1
2191,Ia,21.882,1,1,1,1
2192,Ia,22.307,1,0,0,0
2193,Ia,21.517,1,1,1,1
2194,Ia,19.985,1,0,0,0
2195,Ia,20.721,1,1,1,1
2196,Ia,23.870,13,0,0,0
2197,Ia,21.815,1,1,1,1
2198,Ia,23.531,7,0,0,0
2199,Ia,23.507,7,7,1,1
2201,Ia,23.289,5,5,1,1
2202,Ia,19.686,1,0,0,0
2203,Ia,21.510,1,1,1,1
2204,Ia,22.307,1,1,1,1
2205,Ia,21.406,1,1,1,1
2206,Ia,24.560,43,7,1,0
2207,Ia,19.320,1,0,0,0
2208,Ia,24.926,84,9,1,0
2209,Ia,23.838,12,9,1,0
2210,Ia,21.172,1,1,1,1
2211,Ia,19.865,1,1,1,1
2212,Ia,19.822,1,1,1,1
2214,Ia,21.038,1,1,1,1
2216,Ia,22.542,2,2,1,1
2217,Ia,22.290,1,1,1,1
2220,Ia,21.986,1,0,0,0
2221,Ia,21.234,1,1,1,1
2222,Ia,20.946,1,1,1,1
2224,Ia,19.128,1,0,0,0
2225,Ia,23.060,3,3,1,1
2226,Ia,21.659,1,0,0,0
2227,Ia,25.029,100,0,0,0
2228,Ia,24.894,79,26,1,0
2229,Ia,24.157,21,21,1,1
2230,Ia,20.706,1,1,1,1
2231,Ia,24.193,22,14,1,0
2232,Ia,21.203,1,1,1,1
2233,Ia,21.411,1,1,1,1
2234,Ia,22.020,1,1,1,1
2235,Ia,22.366,1,0,0,0
2236,Ia,21.176,1,0,0,0
2237,Ia,21.620,1,1,1,1
2238,Ia,21.993,1,1,1,1
2239,Ia,20.129,1,0,0,0
2240,Ia,19.998,1,1,1,1
2241,Ia,22.767,2,2,1,1
2242,Ia,18.856,1,0,0,0
2243,Ia,22.802,2,2,1,1
2245,Ia,24.075,18,4,1,0
2246,Ia,18.719,1,1,1,1
2247,Ia,21.394,1,1,1,1
2249,Ia,21.526,1,0,0,0
2250,Ia,22.340,1,1,1,1
2251,Ia,19.803,1,1,1,1
2252,Ia,22.594,2,2,1,1
2253,Ia,22.953,3,3,1,1
2254,Ia,21.727,1,0,0,0
2255,Ia,23.306,5,5,1,1
2256,Ia,22.874,2,0,0,0
2257,Ia,21.264,1,1,1,1
2258,Ia,21.962,1,0,0,0
2259,Ia,21.948,1,1,1,1
2260,Ia,21.706,1,1,1,1
2261,Ia,21.788,1,1,1,1
2262,Ia,23.101,3,3,1,1
2263,Ia,18.841,1,1,1,1
2264,Ia,22.707,2,2,1,1
2265,Ia,21.536,1,1,1,1
2266,Ia,21.737,1,1,1,1
2267,Ia,23.386,5,2,1,0
2268,Ia,21.506,1,1,1,1
2269,Ia,22.160,1,1,1,1
2270,Ia,21.049,1,1,1,1
2271,Ia,22.982,3,0,0,0
2273,Ia,21.737,1,1,1,1
2274,Ia,22.701,2,2,1,1
2275,Ia,20.106,1,1,1,1
2276,Ia,21.783,1,0,0,0
2277,Ia,23.624,8,4,1,0
2278,Ia,20.507,1,1,1,1
2279,Ia,23.354,5,5,1,1
2280,Ia,23.749,10,0,0,0
2281,Ia,22.283,1,1,1,1
2282,Ia,23.104,3,0,0,0
2283,Ia,22.266,1,1,1,1
2284,Ia,19.899,1,0,0,0
2285,Ia,23.678,9,0,0,0
2286,Ia,21.446,1,1,1,1
2288,Ia,20.583,1,0,0,0
2289,Ia,22.233,1,1,1,1
2290,Ia,20.959,1,1,1,1
2291,Ia,23.879,13,0,0,0
2292,Ia,22.652,2,2,1,1
2293,Ia,19.453,1,1,1,1
2294,Ia,21.824,1,1,1,1
2295,Ia,21.756,1,1,1,1
2296,Ia,23.672,9,0,0,0
2297,Ia,23.704,9,0,0,0
2298,Ia,22.809,2,2,1,1
2299,Ia,21.791,1,1,1,1
2300,Ia,20.348,1,1,1,1
2301,Ia,21.616,1,0,0,0
2302,Ia,21.398,1,1,1,1
2303,Ia,20.359,1,1,1,1
2304,Ia,23.706,9,9,1,1
2305,Ia,21.430,1,1,1,1
2306,Ia,21.845,1,1,1,1
2307,Ia,23.007,3,3,1,1
2308,Ia,23.277,5,5,1,1
2309,Ia,23.017,3,0,0,0
2310,Ia,20.810,1,1,1,1
2311,Ia,19.138,1,1,1,1
2312,Ia,22.821,2,0,0,0
2313,Ia,23.427,6,6,1,1
2314,Ia,20.931,1,0,0,0
2315,Ia,23.453,6,6,1,1
2316,Ia,21.704,1,1,1,1
2317,Ia,23.054,3,3,1,1
2319,Ia,22.145,1,1,1,1
2320,Ia,21.227,1,0,0,0
2322,Ia,22.767,2,0,0,0
2323,Ia,21.451,1,1,1,1
2325,Ia,19.769,1,1,1,1
2326,Ia,23.206,4,0,0,0
2327,Ia,21.980,1,0,0,0
2328,Ia,22.705,2,2,1,1
2329,Ia,22.095,1,0,0,0
2330,Ia,21.747,1,1,1,1
2331,Ia,20.633,1,1,1,1
2332,Ia,22.333,1,0,0,0
2333,Ia,22.851,2,2,1,1
2334,Ia,20.373,1,1,1,1
2335,Ia,23.328,5,5,1,1
2336,Ia,22.755,2,2,1,1
2337,Ia,22.801,2,0,0,0
2338,Ia,20.769,1,1,1,1
2339,Ia,22.739,2,2,1,1
2341,Ia,21.798,1,1,1,1
2342,Ia,18.631,1,1,1,1
2343,Ia,25.277,158,0,0,0
2344,Ia,22.442,1,1,1,1
2345,Ia,23.149,4,4,1,1
2347,Ia,20.398,1,1,1,1
2349,Ia,21.631,1,0,0,0
2351,Ia,20.381,1,1,1,1
2352,Ia,22.806,2,1,1,0
2353,Ia,24.106,19,7,1,0
2354,Ia,21.499,1,1,1,1
2355,Ia,22.446,1,1,1,1
2356,Ia,21.837,1,1,1,1
2357,Ia,22.494,1,0,0,0
2358,Ia,22.929,3,3,1,1
2359,Ia,22.872,2,2,1,1
2360,Ia,21.831,1,0,0,0
2361,Ia,20.426,1,0,0,0
2362,Ia,22.634,2,2,1,1
2363,Ia,22.748,2,2,1,1
2364,Ia,22.518,2,2,1,1
2365,Ia,21.080,1,1,1,1
2366,Ia,22.907,3,0,0,0
2367,Ia,21.067,1,1,1,1
2368,Ia,20.418,1,1,1,1
2369,Ia,21.647,1,1,1,1
2370,Ia,20.304,1,1,1,1
2371,Ia,20.320,1,1,1,1
2372,Ia,21.413,1,1,1,1
2373,Ia,21.720,1,1,1,1
2374,Ia,22.231,1,1,1,1
2375,Ia,20.202,1,1,1,1
2376,Ia,24.053,17,14,1,0
2377,Ia,23.620,8,8,1,1
2378,Ia,22.163,1,1,1,1
2379,Ia,25.484,229,9,1,0
2380,Ia,24.096,19,1,1,0
2381,Ia,22.595,2,0,0,0
2382,Ia,19.578,1,0,0,0
2383,Ia,23.886,13,0,0,0
2384,Ia,23.166,4,0,0,0
2386,Ia,23.968,15,3,1,0
2387,Ia,23.255,4,4,1,1
2388,Ia,22.204,1,0,0,0
2389,Ia,22.727,2,2,1,1
2390,Ia,22.365,1,1,1,1
2391,Ia,22.745,2,0,0,0
2392,Ia,23.580,8,0,0,0
2393,Ia,21.199,1,0,0,0
2394,Ia,23.125,4,4,1,1
2395,Ia,22.273,1,1,1,1
2396,Ia,22.151,1,1,1,1
2397,Ia,21.159,1,1,1,1
2398,Ia,22.899,3,3,1,1
2399,Ia,20.069,1,1,1,1
2400,Ia,21.124,1,1,1,1
2401,Ia,21.785,1,0,0,0
2402,Ia,23.380,5,5,1,1
2403,Ia,22.489,1,1,1,1
2404,Ia,22.573,2,0,0,0
2405,Ia,23.211,4,4,1,1
2406,Ia,21.796,1,1,1,1
2407,Ia,22.718,2,2,1,1
2408,Ia,24.244,24,3,1,0
2409,Ia,24.281,26,0,0,0
2410,Ia,21.466,1,0,0,0
2411,Ia,22.148,1,1,1,1
2412,Ia,22.080,1,1,1,1
2413,Ia,20.627,1,1,1,1
2414,Ia,21.245,1,1,1,1
2415,Ia,22.047,1,1,1,1
2416,Ia,20.853,1,1,1,1
2417,Ia,22.301,1,0,0,0
2418,Ia,22.786,2,0,0,0
2419,Ia,23.385,5,5,1,1
2420,Ia,23.302,5,5,1,1
2421,Ia,22.263,1,1,1,1
2422,Ia,20.761,1,1,1,1
2423,Ia,20.576,1,0,0,0
2424,Ia,21.872,1,0,0,0
2425,Ia,22.874,2,0,0,0
2426,Ia,21.303,1,0,0,0
2427,Ia,22.571,2,2,1,1
2428,Ia,20.687,1,0,0,0
2429,Ia,22.844,2,2,1,1
2431,Ia,22.993,3,3,1,1
2432,Ia,19.800,1,1,1,1
2433,Ia,20.997,1,0,0,0
2434,Ia,21.178,1,0,0,0
2435,Ia,23.393,6,0,0,0
2436,Ia,19.155,1,0,0,0
2437,Ia,22.607,2,0,0,0
2438,Ia,21.259,1,1,1,1
2439,Ia,22.784,2,2,1,1
2440,Ia,20.530,1,1,1,1
2442,Ia,21.013,1,1,1,1
2443,Ia,21.746,1,1,1,1
2444,Ia,23.047,3,0,0,0
2445,Ia,21.038,1,1,1,1
2446,Ia,21.449,1,1,1,1
2447,Ia,20.986,1,0,0,0
2448,Ia,22.295,1,1,1,1
2449,Ia,22.910,3,0,0,0
2450,Ia,24.856,74,0,0,0
2451,Ia,22.090,1,0,0,0
2452,Ia,22.617,2,2,1,1
2453,Ia,24.798,66,1,1,0
2454,Ia,20.402,1,1,1,1
2455,Ia,20.611,1,1,1,1
2457,Ia,22.673,2,2,1,1
2459,Ia,21.054,1,1,1,1
2460,Ia,21.735,1,1,1,1
2461,Ia,20.694,1,0,0,0
2462,Ia,21.763,1,0,0,0
2463,Ia,21.843,1,1,1,1
2464,Ia,21.420,1,1,1,1
2465,Ia,20.280,1,1,1,1
