Source_Name,RA_deg,DEC_deg,Total_flux_mJy,Peak_flux_mJy
ILTJ160329.92+544808.6,240.87466,54.80239,1.4253,0.8850
ILTJ160330.38+540617.1,240.87660,54.10475,3.7610,1.7651
ILTJ160329.95+543656.2,240.87481,54.61561,0.7037,0.4746
ILTJ160329.58+545537.9,240.87327,54.92722,0.6565,0.3703
ILTJ160328.96+551611.5,240.87067,55.26988,0.5699,0.3576
ILTJ160327.63+555158.0,240.86514,55.86613,1.2907,0.9944
ILTJ160329.26+545920.4,240.87192,54.98902,0.7808,0.7416
ILTJ160330.15+543335.7,240.87561,54.55994,0.3985,0.3222
ILTJ160328.56+550517.2,240.86901,55.08811,1.5377,0.2999
ILTJ160328.23+552626.0,240.86765,55.44057,1.3479,1.1110
ILTJ160327.86+552647.6,240.86608,55.44658,5.3729,4.2433
ILTJ160326.77+560651.2,240.86153,56.11422,1.1151,1.0579
ILTJ160330.73+535056.9,240.87803,53.84914,0.4908,0.4136
ILTJ160327.35+552706.9,240.86397,55.45194,1.1621,0.4726
ILTJ160328.55+545418.1,240.86897,54.90504,1.6023,0.3368
ILTJ160330.03+535208.4,240.87511,53.86901,1.0374,0.7773
ILTJ160325.04+561856.3,240.85435,56.31564,13.4960,10.7284
ILTJ160327.02+545717.7,240.86259,54.95494,2.7463,0.8738
ILTJ160327.90+550342.0,240.86624,55.06168,0.4146,0.3116
ILTJ160328.91+540544.7,240.87046,54.09576,3.0721,1.7114
ILTJ160327.40+550055.9,240.86417,55.01554,0.8226,0.7787
ILTJ160324.97+560356.0,240.85406,56.06556,0.6698,0.4259
ILTJ160324.52+562211.4,240.85217,56.36985,0.9865,0.7586
ILTJ160328.19+542931.6,240.86744,54.49213,0.3794,0.3590
ILTJ160325.41+554324.8,240.85587,55.72357,2.3794,1.5249
ILTJ160325.04+554823.7,240.85432,55.80661,1.5551,1.2535
ILTJ160325.15+555605.7,240.85481,55.93494,0.6067,0.4245
ILTJ160325.26+554641.7,240.85527,55.77826,0.4561,0.3547
ILTJ160325.94+551922.3,240.85809,55.32287,0.6006,0.4558
ILTJ160325.50+552330.3,240.85625,55.39176,0.6839,0.6018
ILTJ160327.13+542304.9,240.86303,54.38470,1.1446,0.9873
ILTJ160324.43+555658.3,240.85180,55.94954,0.8046,0.3887
ILTJ160327.62+535138.7,240.86508,53.86075,6.3870,3.8102
ILTJ160325.19+550537.6,240.85496,55.09378,0.5070,0.4230
ILTJ160325.43+544835.7,240.85595,54.80993,0.9736,0.5275
ILTJ160323.24+555602.4,240.84682,55.93402,0.8795,0.7012
ILTJ160326.42+540557.7,240.86010,54.09938,0.6665,0.4543
ILTJ160326.04+542448.9,240.85852,54.41361,0.3388,0.3415
ILTJ160323.37+553321.3,240.84736,55.55594,1.1130,0.8578
ILTJ160322.70+554947.4,240.84457,55.82986,0.7718,0.6157
ILTJ160322.06+560644.4,240.84193,56.11234,0.4742,0.4039
ILTJ160325.89+535343.3,240.85789,53.89538,0.9453,0.6789
ILTJ160324.34+542652.0,240.85143,54.44778,0.9753,0.7170
ILTJ160321.36+560703.8,240.83901,56.11773,0.7409,0.3418
ILTJ160321.13+560805.8,240.83806,56.13494,0.5494,0.2806
ILTJ160324.68+541157.4,240.85282,54.19930,1.0127,0.8847
ILTJ160322.92+550303.0,240.84552,55.05085,0.4213,0.3757
ILTJ160323.36+544616.7,240.84735,54.77132,0.4925,0.4297
ILTJ160323.07+543736.0,240.84614,54.62668,2.9603,2.7783
ILTJ160320.86+555447.9,240.83690,55.91332,0.3906,0.4243
ILTJ160320.52+555857.5,240.83551,55.98265,1.5955,0.8632
ILTJ160323.15+542932.2,240.84646,54.49230,2.1656,1.3692
ILTJ160322.81+544237.3,240.84505,54.71037,1.6615,1.2955
ILTJ160319.92+561013.2,240.83299,56.17034,0.8984,0.6541
ILTJ160324.01+540756.3,240.85006,54.13232,0.4717,0.4335
ILTJ160321.82+552054.0,240.84092,55.34833,0.5974,0.3666
ILTJ160320.93+550644.8,240.83720,55.11247,14.1548,8.1306
ILTJ160320.84+553008.4,240.83682,55.50233,1.1021,0.8542
ILTJ160322.29+545022.3,240.84289,54.83955,0.5913,0.4184
ILTJ160320.42+555126.1,240.83509,55.85727,0.3294,0.3635
ILTJ160321.91+543857.5,240.84127,54.64931,1.2602,0.5701
ILTJ160320.80+552530.6,240.83668,55.42517,1.0267,0.6778
ILTJ160319.08+560041.8,240.82950,56.01162,7.7780,6.8122
ILTJ160321.71+545754.9,240.84045,54.96526,0.5047,0.3066
ILTJ160322.76+540249.8,240.84485,54.04717,0.6044,0.4336
ILTJ160319.01+555243.1,240.82919,55.87865,0.5827,0.5069
ILTJ160318.24+554643.7,240.82598,55.77883,0.8754,0.5481
ILTJ160317.86+555613.9,240.82441,55.93720,1.5285,1.3887
ILTJ160318.16+554300.5,240.82567,55.71682,0.7419,0.3316
ILTJ160317.91+554724.9,240.82462,55.79028,0.4330,0.3258
ILTJ160317.06+555637.5,240.82110,55.94377,4.3443,0.6798
ILTJ160318.53+552438.1,240.82722,55.41060,0.4264,0.4075
ILTJ160317.13+560319.7,240.82137,56.05548,0.6445,0.3984
ILTJ160316.66+560436.2,240.81941,56.07673,1.2291,1.0832
ILTJ160318.29+552702.6,240.82620,55.45074,0.3528,0.4028
ILTJ160320.74+540126.1,240.83643,54.02392,0.4953,0.4694
ILTJ160316.42+560220.1,240.81840,56.03892,0.4715,0.4653
ILTJ160319.25+542541.9,240.83022,54.42833,1.9897,1.5250
ILTJ160319.01+544040.8,240.82921,54.67802,0.6470,0.5234
ILTJ160320.18+535920.7,240.83408,53.98909,0.7473,0.5902
ILTJ160319.25+541641.0,240.83021,54.27807,1.1586,0.8237
ILTJ160319.19+542103.6,240.82994,54.35101,0.6555,0.5686
ILTJ160317.81+545454.5,240.82423,54.91514,0.9149,0.6792
ILTJ160315.71+555916.9,240.81547,55.98804,0.6154,0.5052
ILTJ160319.01+541932.5,240.82921,54.32572,0.5519,0.6039
ILTJ160317.69+545041.7,240.82373,54.84493,0.3650,0.3207
ILTJ160316.07+553214.6,240.81696,55.53740,0.5991,0.5054
ILTJ160318.45+542408.1,240.82687,54.40227,0.5410,0.3131
ILTJ160318.38+542603.7,240.82659,54.43436,0.3435,0.3984
ILTJ160316.16+552326.1,240.81733,55.39059,1.6601,1.3721
ILTJ160317.86+541314.5,240.82442,54.22072,3.7723,3.3584
ILTJ160317.42+543523.2,240.82259,54.58979,0.5145,0.3726
ILTJ160316.05+543200.2,240.81687,54.53340,71.6475,29.8152
ILTJ160316.60+545425.4,240.81915,54.90707,0.7508,0.4609
ILTJ160315.45+551331.5,240.81437,55.22542,16.2244,13.0408
ILTJ160314.20+555446.4,240.80916,55.91289,1.2687,0.9509
ILTJ160316.55+544241.9,240.81896,54.71165,0.8452,0.7808
ILTJ160316.18+543723.7,240.81743,54.62326,1.3517,0.7380
ILTJ160316.14+544559.7,240.81725,54.76661,0.6396,0.3439
ILTJ160315.85+544801.2,240.81603,54.80035,0.9517,0.6275
ILTJ160314.99+551823.3,240.81246,55.30649,0.5326,0.4167
ILTJ160311.86+553913.6,240.79943,55.65378,15.3139,7.0198
ILTJ160314.57+551225.7,240.81071,55.20714,0.9599,0.7773
ILTJ160314.64+551310.7,240.81099,55.21965,0.5774,0.5346
ILTJ160316.56+541753.2,240.81900,54.29814,0.4016,0.4021
ILTJ160315.49+544102.3,240.81455,54.68399,1.3364,1.1082
ILTJ160315.61+543519.6,240.81505,54.58880,0.8399,0.4500
ILTJ160315.79+543738.8,240.81580,54.62745,0.3752,0.3101
ILTJ160312.60+555324.1,240.80251,55.89003,0.5963,0.4108
ILTJ160313.63+552056.2,240.80679,55.34897,1.1618,0.3684
ILTJ160311.44+555001.8,240.79767,55.83385,4.8316,1.0206
ILTJ160313.20+553413.9,240.80501,55.57053,0.4694,0.2502
ILTJ160312.96+552709.9,240.80399,55.45278,1.2061,0.5452
ILTJ160311.74+560109.2,240.79890,56.01924,2.0775,1.7585
ILTJ160310.08+561651.6,240.79199,56.28101,59.8572,20.2770
ILTJ160315.16+542647.0,240.81318,54.44641,0.3989,0.4880
ILTJ160314.93+542702.8,240.81221,54.45080,0.8313,0.7281
ILTJ160314.04+545408.3,240.80851,54.90232,0.4463,0.3186
ILTJ160310.87+561532.4,240.79531,56.25902,0.4896,0.3745
ILTJ160314.73+542228.8,240.81138,54.37469,1.2634,0.5851
ILTJ160311.12+555648.2,240.79633,55.94674,0.5282,0.3793
ILTJ160313.75+543957.7,240.80728,54.66604,0.7050,0.4174
ILTJ160313.48+544331.1,240.80618,54.72531,0.8551,0.8336
ILTJ160311.94+552958.6,240.79977,55.49961,0.9590,0.6568
ILTJ160310.97+555709.7,240.79570,55.95270,0.4788,0.4711
ILTJ160315.09+540006.6,240.81289,54.00184,0.6855,0.4259
ILTJ160315.04+535331.2,240.81265,53.89202,0.7842,0.6544
ILTJ160314.87+540149.0,240.81196,54.03028,0.7861,0.6182
ILTJ160314.09+542133.0,240.80872,54.35917,0.8263,0.7533
ILTJ160312.79+545704.0,240.80331,54.95111,1.0426,0.8028
ILTJ160310.45+555934.5,240.79354,55.99292,0.5222,0.5683
ILTJ160310.64+555113.7,240.79432,55.85381,0.7958,0.5480
ILTJ160311.04+551851.3,240.79601,55.31426,0.5396,0.5378
ILTJ160308.53+562020.0,240.78556,56.33889,0.4639,0.4290
ILTJ160311.72+545840.1,240.79883,54.97782,0.4506,0.3949
ILTJ160309.77+554602.1,240.79069,55.76726,0.3765,0.3128
ILTJ160311.57+545035.8,240.79821,54.84330,0.6465,0.4509
ILTJ160313.55+535323.1,240.80644,53.88976,0.4431,0.3167
ILTJ160308.59+555623.7,240.78578,55.93992,0.6833,0.3635
ILTJ160312.77+540450.3,240.80321,54.08064,0.6427,0.3631
ILTJ160310.74+544650.6,240.79477,54.78075,0.5503,0.5251
ILTJ160307.36+555557.6,240.78065,55.93268,1.9668,0.5679
ILTJ160311.28+541634.0,240.79700,54.27611,1.5192,0.9903
ILTJ160309.12+550030.9,240.78801,55.00860,4.3777,3.3706
ILTJ160306.65+561152.8,240.77770,56.19800,0.3759,0.4198
ILTJ160311.48+535511.6,240.79782,53.91990,0.5491,0.4300
ILTJ160306.64+560128.9,240.77767,56.02470,0.3768,0.3635
ILTJ160305.63+562051.1,240.77346,56.34754,0.4877,0.3658
ILTJ160309.58+542118.1,240.78990,54.35503,3.3452,2.6200
ILTJ160305.27+561409.6,240.77194,56.23602,0.4140,0.3399
ILTJ160308.00+545532.2,240.78332,54.92563,1.3209,1.1233
ILTJ160309.99+540337.5,240.79164,54.06042,0.5402,0.3642
ILTJ160309.20+542636.2,240.78832,54.44340,0.4422,0.3250
ILTJ160306.46+553320.2,240.77691,55.55561,0.4677,0.3566
ILTJ160309.67+540359.6,240.79028,54.06657,0.5143,0.4240
ILTJ160309.38+540659.5,240.78910,54.11653,0.6520,0.4519
ILTJ160309.10+540331.6,240.78792,54.05880,0.5397,0.2571
ILTJ160306.64+550844.8,240.77766,55.14578,1.0159,0.8769
ILTJ160306.93+545959.4,240.77886,54.99983,1.2190,0.7241
ILTJ160305.79+552333.1,240.77412,55.39254,1.8615,1.3860
ILTJ160305.90+553203.0,240.77460,55.53419,0.4869,0.3355
ILTJ160306.80+544849.7,240.77835,54.81380,0.5776,0.4399
ILTJ160304.24+555052.5,240.76765,55.84794,1.7966,0.5677
ILTJ160304.32+555040.7,240.76800,55.84466,0.5729,0.3961
ILTJ160307.68+541910.6,240.78201,54.31964,0.3973,0.4102
ILTJ160305.75+545805.0,240.77395,54.96807,0.8999,0.6869
ILTJ160303.18+560333.0,240.76326,56.05919,0.6622,0.3742
ILTJ160301.92+562056.6,240.75800,56.34907,2.8468,2.4658
ILTJ160303.29+555445.8,240.76370,55.91273,0.4626,0.5247
ILTJ160307.04+540531.7,240.77935,54.09216,0.8734,0.5797
ILTJ160306.88+541625.5,240.77867,54.27376,0.5310,0.3814
ILTJ160305.13+545414.7,240.77136,54.90408,0.4047,0.4240
ILTJ160304.75+544910.2,240.76978,54.81950,1.1087,0.8072
ILTJ160304.48+544602.9,240.76866,54.76748,1.9816,0.6432
ILTJ160301.63+555957.1,240.75678,55.99919,0.7969,0.7780
ILTJ160305.21+542029.4,240.77170,54.34150,1.7641,1.4687
ILTJ160301.78+554833.3,240.75743,55.80927,1.1402,0.9021
ILTJ160303.82+545314.7,240.76593,54.88743,2.0365,1.7572
ILTJ160305.05+542735.3,240.77103,54.45982,0.4939,0.3598
ILTJ160303.74+544901.6,240.76557,54.81713,0.9505,0.6958
ILTJ160304.45+543206.4,240.76854,54.53513,0.5391,0.4203
ILTJ160301.38+553311.5,240.75573,55.55321,0.9563,0.4685
ILTJ160303.52+543939.4,240.76467,54.66095,0.5361,0.4444
ILTJ160302.89+545525.0,240.76204,54.92361,0.3867,0.3908
ILTJ160302.63+544925.6,240.76098,54.82380,0.7808,0.6164
ILTJ160301.66+551232.2,240.75691,55.20897,1.5214,1.3766
ILTJ160303.93+540951.6,240.76639,54.16436,1.0198,0.6257
ILTJ160259.33+554543.9,240.74720,55.76220,4.5146,0.3352
ILTJ160303.19+542627.4,240.76328,54.44096,1.2863,0.5126
ILTJ160301.81+550142.5,240.75754,55.02848,0.9006,0.5586
ILTJ160259.18+560504.3,240.74659,56.08455,0.7116,0.6350
ILTJ160302.68+544144.1,240.76115,54.69559,0.3306,0.3277
ILTJ160301.98+545317.8,240.75825,54.88829,0.4627,0.4048
ILTJ160300.54+551743.1,240.75224,55.29533,2.7345,2.4096
ILTJ160259.58+554718.6,240.74826,55.78851,0.7448,0.6062
ILTJ160301.40+545525.8,240.75583,54.92385,0.9063,0.7377
ILTJ160300.90+551322.3,240.75374,55.22286,0.6907,0.5081
ILTJ160303.97+535423.6,240.76653,53.90657,0.4600,0.4339
ILTJ160301.32+544706.0,240.75552,54.78501,0.4617,0.3061
ILTJ160259.33+553240.8,240.74722,55.54467,0.6611,0.3661
ILTJ160257.17+561914.3,240.73821,56.32064,0.6760,0.6349
ILTJ160258.89+553426.9,240.74538,55.57415,0.7290,0.3348
ILTJ160259.55+550640.1,240.74813,55.11115,0.9879,0.3702
ILTJ160257.23+554633.4,240.73847,55.77595,3.5457,3.0250
ILTJ160256.73+560212.6,240.73636,56.03685,0.6634,0.6897
ILTJ160301.64+535431.8,240.75684,53.90885,0.3402,0.3296
ILTJ160259.97+541723.4,240.74987,54.28985,1.9110,0.7073
ILTJ160259.00+545500.7,240.74584,54.91687,0.4785,0.3485
ILTJ160254.11+560844.9,240.72548,56.14582,8.8512,2.6015
ILTJ160259.95+541737.0,240.74981,54.29362,1.2725,0.4533
ILTJ160300.17+541928.4,240.75072,54.32457,0.4799,0.4375
ILTJ160257.52+551846.2,240.73966,55.31284,0.3792,0.3582
ILTJ160254.95+560740.6,240.72894,56.12797,0.9662,0.8007
ILTJ160300.06+541016.7,240.75027,54.17132,0.6692,0.4787
ILTJ160258.71+544106.6,240.74461,54.68518,0.5755,0.3614
ILTJ160259.04+541642.2,240.74599,54.27839,0.7845,0.3609
ILTJ160258.69+543515.9,240.74456,54.58775,0.5111,0.3232
ILTJ160255.47+553807.6,240.73111,55.63545,0.7325,0.3368
ILTJ160254.89+555026.4,240.72872,55.84069,0.5801,0.6366
ILTJ160253.74+561015.9,240.72392,56.17110,0.4226,0.4445
ILTJ160258.99+535412.5,240.74579,53.90349,2.4442,1.2833
ILTJ160255.72+551454.4,240.73218,55.24846,3.0898,2.4318
ILTJ160253.79+555607.2,240.72413,55.93534,3.3679,2.4890
ILTJ160252.59+560405.6,240.71914,56.06824,38.9341,27.2488
ILTJ160255.22+552558.3,240.73009,55.43288,0.3965,0.4158
ILTJ160257.52+542028.8,240.73965,54.34134,1.3784,0.8260
ILTJ160256.69+543651.8,240.73620,54.61440,0.9132,0.3656
ILTJ160255.47+550134.5,240.73111,55.02626,0.3709,0.3780
ILTJ160254.74+550534.2,240.72808,55.09285,6.9796,2.3511
ILTJ160252.45+560302.5,240.71854,56.05071,0.7826,0.6547
ILTJ160252.48+560441.4,240.71868,56.07817,0.7580,0.6596
ILTJ160254.03+552631.4,240.72512,55.44207,0.5079,0.3509
ILTJ160256.80+540747.8,240.73668,54.12997,0.6152,0.4181
ILTJ160256.24+542523.4,240.73435,54.42317,0.3712,0.3181
ILTJ160252.82+554238.7,240.72007,55.71077,0.3226,0.3154
ILTJ160251.46+560226.4,240.71442,56.04068,1.7713,1.2787
ILTJ160255.94+542024.1,240.73308,54.34004,0.7311,0.6367
ILTJ160249.79+560833.5,240.70745,56.14266,49.0942,14.9892
ILTJ160256.71+540233.9,240.73628,54.04276,0.4853,0.3951
ILTJ160251.08+560521.5,240.71281,56.08932,0.4683,0.3503
ILTJ160252.87+545955.1,240.72029,54.99865,13.0641,3.8648
ILTJ160251.28+554653.3,240.71367,55.78149,0.4373,0.3627
ILTJ160255.31+541310.4,240.73044,54.21957,0.3547,0.3616
ILTJ160251.73+552808.9,240.71554,55.46916,0.4099,0.3838
ILTJ160253.67+544143.0,240.72361,54.69529,0.9526,0.3125
ILTJ160252.20+550654.4,240.71749,55.11512,1.0576,0.7644
ILTJ160250.00+555647.7,240.70833,55.94660,0.3589,0.3336
ILTJ160253.90+541603.3,240.72459,54.26761,4.1935,3.5018
ILTJ160251.87+545520.0,240.71612,54.92224,0.4597,0.2505
ILTJ160254.03+540219.8,240.72515,54.03884,0.4511,0.4137
ILTJ160253.14+542017.5,240.72140,54.33820,1.2445,0.5643
ILTJ160248.24+560824.6,240.70101,56.14019,0.4779,0.4716
ILTJ160249.90+552400.1,240.70792,55.40004,0.5809,0.3580
ILTJ160250.94+545058.3,240.71224,54.84953,2.7240,2.0761
ILTJ160250.43+551034.3,240.71012,55.17621,0.7499,0.3693
ILTJ160249.58+551715.4,240.70656,55.28762,0.5848,0.4509
ILTJ160249.48+551115.9,240.70617,55.18777,0.8006,0.3045
ILTJ160249.10+551619.1,240.70458,55.27198,0.4597,0.4080
ILTJ160247.72+554430.1,240.69882,55.74171,0.3850,0.4219
ILTJ160250.40+543941.2,240.71002,54.66145,0.8329,0.5942
ILTJ160245.72+561852.3,240.69051,56.31453,0.6118,0.3215
ILTJ160250.10+544409.1,240.70876,54.73587,0.4185,0.3799
ILTJ160246.58+554808.9,240.69407,55.80249,1.0624,0.6892
ILTJ160252.07+535358.1,240.71697,53.89949,0.5782,0.4750
ILTJ160247.94+552700.0,240.69974,55.45000,0.4340,0.3945
ILTJ160246.67+555006.2,240.69445,55.83506,0.5121,0.5429
ILTJ160246.50+555434.8,240.69375,55.90969,0.5689,0.5345
ILTJ160250.69+542246.3,240.71122,54.37954,0.5435,0.4348
ILTJ160250.08+543449.7,240.70865,54.58049,0.4612,0.3377
ILTJ160248.10+551721.6,240.70043,55.28935,0.7094,0.5598
ILTJ160246.23+555218.9,240.69263,55.87193,0.9032,0.3019
ILTJ160245.97+560216.0,240.69156,56.03780,0.4739,0.3763
ILTJ160248.53+550440.2,240.70221,55.07784,0.5227,0.4338
ILTJ160248.26+544737.5,240.70109,54.79375,15.4397,12.0192
ILTJ160250.14+541437.5,240.70893,54.24376,0.7432,0.5822
ILTJ160249.12+542932.6,240.70467,54.49239,0.5760,0.4973
ILTJ160246.52+552447.5,240.69381,55.41322,0.4646,0.5365
ILTJ160243.42+560653.6,240.68092,56.11490,7.0044,5.3975
ILTJ160243.76+561247.5,240.68233,56.21320,0.4935,0.4180
ILTJ160248.33+543027.7,240.70139,54.50770,0.6359,0.5235
ILTJ160244.02+554959.3,240.68342,55.83316,1.4621,1.0705
ILTJ160243.01+561153.6,240.67919,56.19824,1.1456,0.3278
ILTJ160244.16+554728.2,240.68402,55.79119,0.6587,0.4000
ILTJ160245.42+551352.4,240.68927,55.23124,0.5649,0.3361
ILTJ160242.34+561909.4,240.67640,56.31930,0.4388,0.3922
ILTJ160247.07+541454.7,240.69612,54.24855,1.5923,1.2538
ILTJ160245.63+544946.9,240.69013,54.82972,0.8230,0.3197
ILTJ160243.91+550003.2,240.68295,55.00089,3.6477,1.5587
ILTJ160242.64+554838.3,240.67768,55.81067,0.3969,0.3981
ILTJ160246.35+542256.7,240.69312,54.38243,1.3415,1.2844
ILTJ160242.78+553559.1,240.67826,55.59977,0.3867,0.3130
ILTJ160246.97+535646.9,240.69570,53.94639,3.7635,2.9928
ILTJ160245.85+542925.4,240.69102,54.49041,1.2954,0.3908
ILTJ160244.96+544759.6,240.68731,54.79990,0.6597,0.3982
ILTJ160244.60+544544.5,240.68585,54.76237,1.2364,0.9804
ILTJ160244.37+545514.1,240.68488,54.92059,0.6736,0.4759
ILTJ160244.40+545555.0,240.68501,54.93196,0.4009,0.2239
ILTJ160244.94+543200.8,240.68726,54.53357,1.8200,0.4744
ILTJ160246.19+540754.3,240.69244,54.13177,0.3891,0.3419
ILTJ160243.44+545458.1,240.68101,54.91615,0.9467,0.8094
ILTJ160241.51+553131.5,240.67297,55.52544,0.5158,0.4465
ILTJ160241.33+553521.9,240.67220,55.58944,0.6230,0.5050
ILTJ160244.48+542602.7,240.68532,54.43409,0.8022,0.6024
ILTJ160245.39+540458.5,240.68913,54.08294,0.9195,0.4110
ILTJ160242.67+550325.8,240.67778,55.05717,0.3375,0.3537
ILTJ160240.93+553659.2,240.67056,55.61645,0.5465,0.3475
ILTJ160239.81+555714.6,240.66588,55.95406,0.7500,0.5294
ILTJ160238.95+560728.7,240.66229,56.12465,1.9481,0.9684
ILTJ160240.64+554013.8,240.66931,55.67052,0.4465,0.3887
ILTJ160244.57+541807.7,240.68572,54.30215,0.4010,0.3903
ILTJ160240.97+552148.7,240.67072,55.36355,2.6182,2.1386
ILTJ160239.47+560103.8,240.66446,56.01775,0.3902,0.3641
ILTJ160242.58+544428.5,240.67743,54.74127,1.7245,0.8088
ILTJ160244.31+541226.8,240.68463,54.20747,0.5814,0.3153
ILTJ160240.44+553011.9,240.66848,55.50333,0.5025,0.3495
ILTJ160238.86+555355.3,240.66190,55.89871,0.8064,0.5436
ILTJ160238.58+555438.9,240.66076,55.91082,1.6380,1.1738
ILTJ160243.61+541001.9,240.68171,54.16720,0.4673,0.5252
ILTJ160238.98+551025.2,240.66240,55.17369,27.2705,2.4982
ILTJ160238.51+554844.8,240.66047,55.81246,1.7562,1.5663
ILTJ160243.97+540311.0,240.68322,54.05308,0.3488,0.3422
ILTJ160239.31+553354.1,240.66380,55.56505,0.6247,0.4129
ILTJ160238.91+554430.8,240.66212,55.74189,0.4347,0.3380
ILTJ160236.98+561129.1,240.65410,56.19144,0.9156,0.8654
ILTJ160241.36+543737.6,240.67234,54.62713,0.4927,0.3772
ILTJ160241.69+542859.3,240.67373,54.48316,0.4762,0.3799
ILTJ160237.42+555155.3,240.65590,55.86538,0.5593,0.4596
ILTJ160241.67+541649.5,240.67364,54.28043,0.8295,0.6036
ILTJ160236.54+560054.3,240.65226,56.01510,0.4961,0.4085
ILTJ160235.90+561005.9,240.64959,56.16832,0.5629,0.4664
ILTJ160239.11+544855.6,240.66297,54.81545,2.5784,1.6556
ILTJ160237.16+554157.9,240.65482,55.69943,1.1982,1.0284
ILTJ160236.75+555314.4,240.65310,55.88733,0.5573,0.5345
ILTJ160235.78+554639.6,240.64908,55.77769,126.1192,63.6051
ILTJ160235.27+561801.1,240.64697,56.30030,0.4634,0.3228
ILTJ160238.03+551520.1,240.65846,55.25559,1.1464,0.7301
ILTJ160235.48+560632.4,240.64785,56.10903,1.2504,0.9380
ILTJ160239.91+543144.7,240.66628,54.52909,1.8705,1.6016
ILTJ160240.68+541436.2,240.66949,54.24340,0.7567,0.6145
ILTJ160237.68+550742.7,240.65700,55.12855,0.5535,0.4535
ILTJ160236.36+553230.7,240.65149,55.54187,0.3501,0.3344
ILTJ160234.59+555642.0,240.64411,55.94500,1.9116,1.6525
ILTJ160238.55+543928.6,240.66062,54.65797,1.3639,0.6125
ILTJ160236.89+551600.3,240.65369,55.26677,0.6097,0.5105
ILTJ160233.95+560609.6,240.64147,56.10267,0.4718,0.3917
ILTJ160233.36+561011.0,240.63899,56.16972,0.6077,0.4574
ILTJ160239.53+535429.2,240.66472,53.90812,5.1662,2.3598
ILTJ160237.10+545637.6,240.65458,54.94379,0.4185,0.3321
ILTJ160236.45+550640.7,240.65189,55.11132,0.8621,0.3111
ILTJ160238.87+540950.6,240.66198,54.16408,0.9753,0.7671
ILTJ160238.61+542032.7,240.66086,54.34244,0.4983,0.3518
ILTJ160237.34+544235.6,240.65560,54.70989,0.5358,0.3814
ILTJ160234.77+552245.3,240.64487,55.37926,2.6802,2.2948
ILTJ160233.24+555555.5,240.63849,55.93209,0.7393,0.5325
ILTJ160236.26+545341.4,240.65107,54.89483,0.6298,0.4102
ILTJ160235.48+550128.4,240.64782,55.02457,0.5751,0.5185
ILTJ160234.85+551357.0,240.64519,55.23251,0.6860,0.6668
ILTJ160238.33+535916.8,240.65970,53.98801,2.1711,0.8336
ILTJ160237.77+541021.6,240.65739,54.17268,0.9423,0.7927
ILTJ160235.85+543835.7,240.64937,54.64327,1.9672,1.6035
ILTJ160237.83+535738.3,240.65762,53.96066,1.3930,0.9060
ILTJ160231.79+554854.5,240.63246,55.81515,1.6883,1.3910
ILTJ160234.79+544709.4,240.64494,54.78597,4.2574,3.6048
ILTJ160230.95+554743.6,240.62894,55.79545,1.2991,0.4314
ILTJ160230.26+555507.9,240.62610,55.91887,3.6156,2.7231
ILTJ160233.98+545209.6,240.64159,54.86935,0.5575,0.4316
ILTJ160232.62+545406.7,240.63593,54.90188,64.0097,31.3866
ILTJ160230.79+551021.0,240.62830,55.17252,27.0080,2.8226
ILTJ160232.27+552133.7,240.63444,55.35936,0.4937,0.4504
ILTJ160234.76+542846.2,240.64485,54.47951,0.9270,0.5932
ILTJ160232.41+551104.0,240.63504,55.18445,1.2873,1.0461
ILTJ160233.61+544606.2,240.64006,54.76841,0.7971,0.3204
ILTJ160229.28+551943.5,240.62199,55.32877,5.9033,2.4348
ILTJ160229.06+560801.7,240.62110,56.13382,0.9477,0.3108
ILTJ160233.20+544857.7,240.63832,54.81604,0.6307,0.5923
ILTJ160230.02+554437.3,240.62506,55.74370,1.0220,0.4283
ILTJ160231.97+550526.8,240.63322,55.09079,0.4959,0.3250
ILTJ160232.77+544243.8,240.63654,54.71219,0.5770,0.5214
ILTJ160231.09+551714.2,240.62954,55.28730,0.6305,0.5082
ILTJ160228.61+560022.2,240.61920,56.00617,0.5346,0.2640
ILTJ160227.73+560307.1,240.61552,56.05197,0.7380,0.3073
ILTJ160227.49+561252.2,240.61456,56.21450,0.5176,0.3368
ILTJ160230.83+550234.3,240.62848,55.04287,1.8603,1.6062
ILTJ160230.33+550531.8,240.62639,55.09218,2.1203,1.6232
ILTJ160231.58+544745.7,240.63158,54.79605,0.4045,0.3876
ILTJ160230.45+545616.8,240.62689,54.93801,5.0843,2.2684
ILTJ160232.27+542633.6,240.63447,54.44267,0.6762,0.6139
ILTJ160229.77+545657.4,240.62405,54.94929,41.3356,23.8292
ILTJ160233.37+540416.9,240.63905,54.07136,0.8499,0.3999
ILTJ160230.54+544937.1,240.62723,54.82699,1.0383,0.5945
ILTJ160228.15+553147.1,240.61729,55.52978,0.4950,0.4067
ILTJ160227.29+553709.2,240.61369,55.61925,1.3240,0.5079
ILTJ160230.16+544736.4,240.62566,54.79346,0.4387,0.4188
ILTJ160229.17+545441.3,240.62154,54.91149,2.8999,1.0919
ILTJ160228.26+551739.6,240.61773,55.29434,0.5222,0.4683
ILTJ160227.37+553245.7,240.61404,55.54604,0.4727,0.3667
ILTJ160226.16+555055.1,240.60901,55.84865,0.3339,0.3729
ILTJ160224.41+561752.9,240.60169,56.29804,0.4501,0.4308
