Source_Name,RA_deg,DEC_deg,Total_flux_mJy,Peak_flux_mJy
ILTJ161745.58+535148.1,244.43990,53.86338,10.1995,1.2484
ILTJ161746.66+530458.1,244.44441,53.08282,2.4727,1.3347
ILTJ161746.62+530643.4,244.44426,53.11207,6.6111,3.7067
ILTJ161745.57+535702.7,244.43985,53.95076,0.7792,0.5762
ILTJ161745.63+530343.0,244.44012,53.06196,1.1636,0.6390
ILTJ161741.71+535344.5,244.42378,53.89571,69.4171,1.2853
ILTJ161744.61+530745.9,244.43587,53.12944,0.7532,0.5434
ILTJ161744.03+530817.4,244.43345,53.13819,1.3671,0.8873
ILTJ161743.18+531647.4,244.42991,53.27986,0.9085,0.6844
ILTJ161743.07+531233.7,244.42947,53.20938,2.0643,1.5399
ILTJ161742.62+533523.5,244.42759,53.58988,0.5362,0.4582
ILTJ161741.96+534913.9,244.42482,53.82054,1.0413,0.7945
ILTJ161741.87+531641.5,244.42444,53.27819,2.2551,1.3887
ILTJ161741.44+532610.4,244.42265,53.43624,1.0688,0.5596
ILTJ161740.46+534715.6,244.41857,53.78768,2.0967,1.6217
ILTJ161741.65+524518.1,244.42356,52.75504,1.4315,1.0843
ILTJ161738.17+532512.3,244.40905,53.42009,0.7727,0.5485
ILTJ161737.32+531919.4,244.40551,53.32208,1.5514,0.6717
ILTJ161737.11+531319.3,244.40465,53.22205,0.9527,0.7771
ILTJ161735.97+532620.8,244.39987,53.43913,1.6294,0.7264
ILTJ161735.53+535619.4,244.39805,53.93873,1.1744,0.5455
ILTJ161735.68+531904.0,244.39868,53.31780,1.5964,1.1648
ILTJ161735.25+531425.2,244.39688,53.24033,10.3482,5.1255
ILTJ161736.55+524648.4,244.40228,52.78012,1.9744,0.5758
ILTJ161733.04+534124.2,244.38766,53.69008,75.7897,12.0217
ILTJ161734.30+534609.3,244.39292,53.76926,2.6045,2.0305
ILTJ161733.74+534800.3,244.39060,53.80011,1.5375,0.4560
ILTJ161732.99+535723.7,244.38746,53.95660,3.5965,2.9103
ILTJ161732.98+530233.5,244.38741,53.04266,333.1316,153.1587
ILTJ161731.99+535104.5,244.38329,53.85126,5.6216,3.8296
ILTJ161732.87+531119.6,244.38694,53.18879,2.0570,1.7420
ILTJ161732.41+533059.6,244.38505,53.51656,0.7877,0.6564
ILTJ161729.69+534223.2,244.37369,53.70646,0.8443,0.4601
ILTJ161728.88+535840.2,244.37035,53.97785,2.3411,0.6421
ILTJ161726.80+535216.9,244.36166,53.87137,1.2928,0.6174
ILTJ161727.62+532658.3,244.36508,53.44953,0.4272,0.4559
ILTJ161726.74+534114.5,244.36141,53.68738,5.2758,2.4505
ILTJ161726.91+534827.7,244.36211,53.80770,0.8520,0.5257
ILTJ161726.04+535444.1,244.35848,53.91227,1.4919,1.0419
ILTJ161725.70+535340.9,244.35710,53.89471,1.1676,0.8511
ILTJ161724.82+535431.7,244.35342,53.90883,0.6102,0.4482
ILTJ161725.33+532430.9,244.35552,53.40860,0.7777,0.5094
ILTJ161724.67+533357.6,244.35279,53.56601,0.9238,0.4838
ILTJ161724.74+532541.5,244.35308,53.42821,1.7596,1.3557
ILTJ161723.39+532643.7,244.34745,53.44548,0.6333,0.5058
ILTJ161723.36+531851.8,244.34732,53.31439,1.1838,0.9185
ILTJ161722.52+525310.6,244.34381,52.88630,1.3917,0.2942
ILTJ161719.64+535544.0,244.33182,53.92890,25.8543,17.1266
ILTJ161721.20+530136.7,244.33834,53.02687,5.9111,2.6231
ILTJ161720.59+532524.8,244.33578,53.42356,2.0386,1.6947
ILTJ161720.61+524857.9,244.33585,52.81609,16.7076,4.5485
ILTJ161718.47+534356.8,244.32697,53.73245,12.4413,9.4375
ILTJ161718.10+525953.8,244.32540,52.99829,78.1552,17.2553
ILTJ161718.95+531038.2,244.32897,53.17728,1.6696,0.9873
ILTJ161717.77+530949.6,244.32402,53.16379,1.3605,0.9554
ILTJ161716.90+533108.0,244.32041,53.51891,1.0730,0.9284
ILTJ161716.99+524407.3,244.32080,52.73537,5.5981,3.9427
ILTJ161714.55+533510.1,244.31061,53.58614,0.5457,0.4511
ILTJ161713.99+531903.1,244.30828,53.31754,1.4600,1.2983
ILTJ161710.66+532042.6,244.29440,53.34518,36.1273,7.8553
ILTJ161712.10+535902.7,244.30042,53.98410,0.5941,0.4852
ILTJ161713.92+524243.5,244.30801,52.71209,2.5313,1.6531
ILTJ161710.78+535139.9,244.29490,53.86110,0.8208,0.4951
ILTJ161712.40+530423.8,244.30168,53.07328,1.6150,0.7887
ILTJ161711.87+530507.2,244.29944,53.08534,2.0140,1.1770
ILTJ161709.10+530156.1,244.28792,53.03225,2.4377,1.1802
ILTJ161706.24+534301.5,244.27598,53.71711,0.9202,0.6225
ILTJ161707.64+530801.3,244.28182,53.13372,1.1378,0.8316
ILTJ161706.39+531748.5,244.27663,53.29683,1.2584,0.7508
ILTJ161705.35+532756.1,244.27229,53.46560,0.6045,0.5569
ILTJ161705.09+532456.1,244.27120,53.41558,2.1573,1.4314
ILTJ161704.56+533402.8,244.26898,53.56745,0.6951,0.5393
ILTJ161703.19+535555.9,244.26328,53.93220,1.4047,1.1142
ILTJ161703.66+534027.9,244.26524,53.67442,0.7257,0.4558
ILTJ161702.63+534735.3,244.26097,53.79316,1.3603,0.4966
ILTJ161702.99+531504.0,244.26247,53.25112,3.1506,1.4582
ILTJ161702.81+531631.8,244.26170,53.27552,1.1484,0.8947
ILTJ161702.11+531756.7,244.25881,53.29909,25.4515,14.5924
ILTJ161703.80+525051.7,244.26585,52.84772,0.7702,0.6401
ILTJ161702.19+532052.5,244.25912,53.34792,0.9968,0.7065
ILTJ161702.54+525152.2,244.26058,52.86451,25.3163,16.5093
ILTJ161658.18+535319.1,244.24240,53.88864,0.7097,0.5123
ILTJ161658.54+534224.8,244.24394,53.70689,0.7011,0.6140
ILTJ161658.90+532604.2,244.24542,53.43452,0.9747,1.0349
ILTJ161657.72+532425.2,244.24050,53.40701,2.9000,1.8180
ILTJ161657.23+533959.9,244.23844,53.66666,0.7957,0.5888
ILTJ161656.17+533819.4,244.23404,53.63875,0.8106,0.6445
ILTJ161655.34+535023.1,244.23058,53.83975,0.9471,0.7214
ILTJ161655.69+533937.0,244.23206,53.66029,0.7566,0.7147
ILTJ161655.14+534859.7,244.22973,53.81660,0.6351,0.5345
ILTJ161655.29+525339.2,244.23036,52.89422,1.1142,0.8883
ILTJ161651.90+535228.2,244.21623,53.87452,3.7455,3.0287
ILTJ161653.45+531146.4,244.22271,53.19623,0.7418,0.6065
ILTJ161654.06+524606.7,244.22525,52.76853,14.7483,11.2137
ILTJ161654.17+524115.3,244.22569,52.68758,6.2937,4.6312
ILTJ161652.50+531136.7,244.21874,53.19353,5.6738,3.7321
ILTJ161650.02+534728.6,244.20841,53.79128,0.7250,0.4558
ILTJ161650.11+533857.0,244.20878,53.64919,2.0680,1.3554
ILTJ161649.95+533829.7,244.20813,53.64159,0.7124,0.4815
ILTJ161647.34+540001.7,244.19724,54.00049,76.2533,7.9344
ILTJ161647.64+535902.8,244.19851,53.98413,63.8165,6.7753
ILTJ161649.96+531122.9,244.20818,53.18972,5.9223,3.8551
ILTJ161649.30+524230.5,244.20542,52.70848,1.3554,0.7934
ILTJ161648.98+525657.1,244.20409,52.94919,1.6099,0.5501
ILTJ161644.90+530029.1,244.18707,53.00809,237.1640,67.0312
ILTJ161644.48+533734.1,244.18533,53.62616,3.7845,2.5991
ILTJ161643.37+534013.1,244.18069,53.67031,18.2415,4.0514
ILTJ161644.63+533034.0,244.18595,53.50946,0.4804,0.5271
ILTJ161644.51+531555.3,244.18546,53.26537,0.9411,0.6164
ILTJ161640.35+535813.5,244.16814,53.97043,2185.7988,534.4105
ILTJ161642.74+533238.1,244.17809,53.54393,2.2067,1.4353
ILTJ161642.37+534234.1,244.17652,53.70948,0.8540,0.5515
ILTJ161640.50+535658.3,244.16876,53.94954,1.9185,1.7694
ILTJ161641.44+532908.7,244.17267,53.48576,1.4843,1.2968
ILTJ161640.41+534823.3,244.16836,53.80648,1.5837,0.9760
ILTJ161641.12+532105.5,244.17135,53.35154,2.5004,1.1255
ILTJ161641.24+531607.9,244.17182,53.26888,1.0129,0.4880
ILTJ161639.30+533059.4,244.16374,53.51650,7.7166,5.4222
ILTJ161640.85+525242.8,244.17021,52.87857,1.8039,1.0772
ILTJ161640.33+525713.9,244.16806,52.95388,1.0262,0.6367
ILTJ161637.93+532721.6,244.15804,53.45602,15.4382,8.4315
ILTJ161639.36+530230.1,244.16400,53.04170,0.8623,0.6997
ILTJ161637.03+534606.4,244.15431,53.76844,0.8234,0.7476
ILTJ161636.19+533532.6,244.15080,53.59239,2.5848,2.1232
ILTJ161638.24+524208.2,244.15932,52.70230,49.7966,20.1067
ILTJ161637.16+531425.8,244.15485,53.24050,2.2435,1.8242
ILTJ161634.51+534448.1,244.14380,53.74672,0.6317,0.4367
ILTJ161635.74+531311.6,244.14893,53.21990,1.2769,0.9378
ILTJ161636.04+525115.0,244.15015,52.85417,9.1213,3.8906
ILTJ161634.98+531230.2,244.14574,53.20841,1.5748,0.7319
ILTJ161632.48+535533.1,244.13532,53.92588,1.4748,0.7487
ILTJ161634.24+531311.6,244.14267,53.21991,1.8319,1.4321
ILTJ161632.43+534723.7,244.13514,53.78992,1.4826,1.2268
ILTJ161631.64+534140.0,244.13181,53.69445,64.0765,36.7379
ILTJ161632.74+533755.5,244.13640,53.63211,0.9850,0.6393
ILTJ161632.92+533428.2,244.13715,53.57452,0.5367,0.5762
ILTJ161632.26+533057.3,244.13443,53.51592,2.0594,0.3997
ILTJ161631.06+535545.4,244.12940,53.92930,0.5852,0.5269
ILTJ161632.98+530757.6,244.13742,53.13267,1.0159,0.5946
ILTJ161628.35+535933.9,244.11811,53.99277,123.2542,43.8222
ILTJ161630.04+530900.9,244.12517,53.15025,3.0270,1.8037
ILTJ161630.02+524205.9,244.12509,52.70166,19.3546,12.7032
ILTJ161625.58+535607.4,244.10657,53.93539,0.6854,0.5468
ILTJ161625.88+532243.1,244.10783,53.37864,1.8607,0.7920
ILTJ161625.60+531223.3,244.10666,53.20649,0.8931,0.5786
ILTJ161627.29+524031.8,244.11371,52.67553,0.8219,0.5705
ILTJ161625.42+525653.7,244.10594,52.94827,11.8370,8.5822
ILTJ161624.46+524748.5,244.10191,52.79682,2.4438,1.9181
ILTJ161623.39+525405.4,244.09745,52.90150,1.4141,0.8785
ILTJ161619.56+540030.0,244.08152,54.00835,0.6627,0.6116
ILTJ161623.21+525257.5,244.09670,52.88266,2.2840,0.7613
ILTJ161618.16+532231.4,244.07567,53.37540,16.8971,0.5063
ILTJ161620.25+532537.9,244.08439,53.42719,1.4740,0.9576
ILTJ161618.31+535004.8,244.07630,53.83469,0.4410,0.4891
ILTJ161621.71+525213.7,244.09045,52.87049,0.9863,0.7419
ILTJ161618.90+533253.6,244.07874,53.54824,1.0392,0.7413
ILTJ161619.38+531714.4,244.08076,53.28735,2.0257,0.8079
ILTJ161618.15+531517.3,244.07563,53.25483,0.6725,0.5582
ILTJ161617.04+531151.4,244.07100,53.19763,26.5086,3.9410
ILTJ161616.79+530555.5,244.06994,53.09877,1.5911,0.7521
ILTJ161616.02+532132.6,244.06676,53.35906,1.2556,0.5572
ILTJ161616.02+525828.0,244.06676,52.97446,19.0708,2.2240
ILTJ161612.70+535252.8,244.05291,53.88134,3.9854,2.2575
ILTJ161616.04+525732.5,244.06682,52.95905,2.7442,1.9720
ILTJ161614.13+532213.5,244.05886,53.37042,1.2581,0.6230
ILTJ161615.18+525117.1,244.06324,52.85476,5.2766,3.7810
ILTJ161613.01+532210.0,244.05420,53.36947,7.8679,0.8156
ILTJ161610.42+533745.5,244.04340,53.62932,1.3000,1.1310
ILTJ161610.48+533758.9,244.04368,53.63303,0.9285,0.5016
ILTJ161610.20+533913.7,244.04251,53.65383,1.0035,0.6215
ILTJ161611.99+530639.3,244.04997,53.11094,0.7879,0.5354
ILTJ161605.57+535712.9,244.02320,53.95359,55.0778,16.3180
ILTJ161606.50+535531.9,244.02708,53.92553,0.4642,0.4306
ILTJ161607.89+525739.4,244.03286,52.96095,250.3099,50.2991
ILTJ161609.43+525604.1,244.03929,52.93448,1.5286,0.6286
ILTJ161605.18+535014.0,244.02159,53.83723,1.7140,1.1580
ILTJ161608.27+530113.2,244.03447,53.02034,2.2451,1.5664
ILTJ161608.17+525938.9,244.03405,52.99415,1.3116,0.8825
ILTJ161603.62+533438.1,244.01510,53.57725,11.9497,3.0080
ILTJ161603.65+533212.1,244.01522,53.53671,4.7610,1.3608
ILTJ161605.85+525657.3,244.02436,52.94927,4.7230,2.7651
ILTJ161606.10+524010.8,244.02542,52.66968,3.7442,1.3938
ILTJ161606.42+524149.0,244.02675,52.69694,0.5989,0.5328
ILTJ161602.80+533019.9,244.01167,53.50554,2.7613,1.2002
ILTJ161601.92+533038.8,244.00802,53.51078,5.1033,1.7762
ILTJ161601.55+532937.1,244.00647,53.49366,20.1111,14.1976
ILTJ161603.95+525115.9,244.01646,52.85442,1.5902,1.1622
ILTJ161559.22+532416.5,243.99677,53.40460,1330.2226,576.2747
ILTJ161558.76+535113.0,243.99483,53.85363,0.8220,0.7924
ILTJ161600.09+533035.4,244.00037,53.50985,0.9607,0.7985
ILTJ161558.39+534734.1,243.99331,53.79283,1.4160,0.9228
ILTJ161559.05+531146.8,243.99604,53.19634,1.5009,0.6918
ILTJ161556.77+533206.4,243.98654,53.53513,7.1030,5.0562
ILTJ161556.26+532913.8,243.98440,53.48717,18.6837,1.0466
ILTJ161555.93+533902.3,243.98305,53.65064,0.8794,0.5420
ILTJ161553.55+535323.9,243.97314,53.88998,3.6864,0.3270
ILTJ161553.76+533341.1,243.97401,53.56143,4.0795,2.5221
ILTJ161551.99+533827.8,243.96664,53.64107,1.0041,0.6122
ILTJ161551.98+533434.1,243.96658,53.57615,0.8707,0.5583
ILTJ161554.70+524647.3,243.97790,52.77983,2.1443,1.5170
ILTJ161551.41+532625.7,243.96420,53.44049,13.3033,7.1042
ILTJ161545.56+532812.8,243.93983,53.47023,32.4051,5.4021
ILTJ161550.22+534126.9,243.95926,53.69081,1.0877,0.4811
ILTJ161549.53+534315.2,243.95638,53.72090,4.4051,2.1832
ILTJ161548.30+535413.5,243.95123,53.90376,1.8312,0.6685
ILTJ161552.15+525805.6,243.96729,52.96823,8.3075,6.2147
ILTJ161550.09+532923.8,243.95872,53.48995,0.7981,0.6900
ILTJ161551.41+530224.2,243.96420,53.04008,2.6659,1.7293
ILTJ161548.96+533205.5,243.95400,53.53487,15.6805,11.7491
ILTJ161548.34+534551.2,243.95140,53.76424,3.2589,2.3163
ILTJ161547.83+535157.8,243.94929,53.86606,0.8713,0.6770
ILTJ161548.61+533632.2,243.95256,53.60897,1.0552,0.8775
ILTJ161548.78+533336.5,243.95324,53.56016,0.9444,0.5694
ILTJ161549.89+531416.8,243.95787,53.23800,2.0925,1.6454
ILTJ161548.54+532916.5,243.95223,53.48792,1.4198,1.3129
ILTJ161546.57+535359.4,243.94406,53.89984,1.0475,0.8698
ILTJ161545.97+535410.9,243.94155,53.90303,0.8067,0.5086
ILTJ161545.36+535600.3,243.93901,53.93342,0.5900,0.5095
ILTJ161545.55+534749.2,243.93979,53.79700,0.8710,0.8878
ILTJ161544.49+535916.9,243.93536,53.98803,1.2801,1.0286
ILTJ161547.03+531518.3,243.94594,53.25510,6.4692,0.5956
ILTJ161547.57+530605.4,243.94823,53.10152,2.6469,2.1729
ILTJ161542.39+534337.0,243.92664,53.72697,1.0253,1.0368
ILTJ161543.33+531437.4,243.93056,53.24375,10.4662,3.0143
ILTJ161540.87+535604.3,243.92027,53.93453,4.6510,0.4974
ILTJ161540.98+535319.4,243.92076,53.88874,1.5320,1.1016
ILTJ161542.24+533636.7,243.92599,53.61020,1.1303,0.9862
ILTJ161545.68+524212.9,243.94034,52.70358,3.7881,2.8198
ILTJ161541.05+534615.2,243.92106,53.77089,0.9730,0.5847
ILTJ161543.18+531145.9,243.92992,53.19610,1.8309,1.0360
ILTJ161540.61+534530.6,243.91923,53.75852,1.2198,0.9193
ILTJ161537.84+534646.6,243.90767,53.77962,393.5265,61.8683
ILTJ161539.39+540107.9,243.91411,54.01887,1.7943,1.4647
ILTJ161542.06+525313.5,243.92526,52.88710,5.3470,3.9099
ILTJ161539.06+532727.3,243.91277,53.45761,142.7803,84.6221
ILTJ161540.56+531810.0,243.91899,53.30280,0.7721,0.5238
ILTJ161541.92+525440.1,243.92466,52.91114,0.9579,0.7890
ILTJ161537.63+534901.7,243.90681,53.81716,0.7420,0.4659
ILTJ161541.60+525522.0,243.92332,52.92278,0.4385,0.5080
ILTJ161536.26+535817.7,243.90110,53.97159,1.0167,0.8793
ILTJ161538.30+532912.6,243.90960,53.48685,0.7336,0.6218
ILTJ161538.57+531055.8,243.91071,53.18218,6.6969,5.2507
ILTJ161539.02+525923.6,243.91258,52.98989,1.6089,0.8070
ILTJ161538.14+524323.0,243.90892,52.72307,2.3229,0.7286
ILTJ161536.65+530620.8,243.90269,53.10578,1.1165,0.5060
ILTJ161538.13+524229.6,243.90886,52.70823,0.8298,0.6714
ILTJ161533.31+533414.7,243.88877,53.57078,0.5797,0.4263
ILTJ161536.39+524857.4,243.90161,52.81595,3.9208,0.4305
ILTJ161535.37+525903.9,243.89739,52.98443,2.0092,1.4165
ILTJ161532.65+533540.8,243.88603,53.59467,0.8800,0.6074
ILTJ161531.59+534346.6,243.88163,53.72963,4.1754,3.3626
ILTJ161529.93+534136.8,243.87471,53.69357,1.9733,1.5352
ILTJ161534.23+524512.6,243.89264,52.75350,0.9321,0.7698
ILTJ161528.09+534402.2,243.86706,53.73394,3.1684,1.6249
ILTJ161529.50+532701.4,243.87290,53.45041,0.7301,0.5211
ILTJ161524.77+540036.4,243.85321,54.01013,12.3227,4.2383
ILTJ161526.08+535758.8,243.85868,53.96635,0.8026,0.6340
ILTJ161526.89+534929.0,243.86203,53.82473,0.5204,0.4738
ILTJ161525.93+535854.9,243.85804,53.98192,1.0864,0.6114
ILTJ161527.26+534042.4,243.86360,53.67845,0.7320,0.4704
ILTJ161525.54+535738.2,243.85642,53.96061,0.7141,0.5318
ILTJ161528.93+531144.7,243.87053,53.19576,1.3064,0.7564
ILTJ161526.06+534519.6,243.85859,53.75545,0.4481,0.4254
ILTJ161527.99+530835.8,243.86661,53.14329,1.4882,1.0529
ILTJ161524.66+533624.5,243.85275,53.60681,6.1771,2.7434
ILTJ161523.29+540016.2,243.84703,54.00452,1.1755,0.4476
ILTJ161527.56+525035.0,243.86483,52.84307,17.5030,7.1691
ILTJ161522.47+535742.6,243.84362,53.96185,3.3374,2.1380
ILTJ161522.34+535956.2,243.84306,53.99896,2.4659,0.4024
ILTJ161522.16+540010.8,243.84233,54.00301,0.6417,0.5798
ILTJ161526.17+530626.3,243.85903,53.10733,1.8203,1.1517
ILTJ161521.77+535904.7,243.84069,53.98466,0.5259,0.5571
ILTJ161522.20+534822.9,243.84250,53.80636,0.8822,0.6260
ILTJ161525.96+525723.5,243.85817,52.95655,0.7596,0.6887
ILTJ161523.69+530531.6,243.84872,53.09211,3.8593,2.8307
ILTJ161522.00+532822.6,243.84168,53.47296,1.2603,1.0655
ILTJ161521.12+533111.4,243.83802,53.51983,1.1829,0.8201
ILTJ161524.62+524633.1,243.85259,52.77588,2.1421,1.5090
ILTJ161520.97+532554.7,243.83737,53.43186,1.6830,1.1985
ILTJ161523.49+524152.6,243.84789,52.69797,2.1489,1.4760
ILTJ161522.61+525058.9,243.84422,52.84970,1.1158,0.8614
ILTJ161521.20+530733.8,243.83832,53.12608,1.1148,0.5263
ILTJ161516.74+535319.5,243.81975,53.88877,0.4649,0.4019
ILTJ161515.18+540136.4,243.81324,54.02679,0.4668,0.4082
ILTJ161517.05+533814.0,243.82106,53.63723,0.6023,0.4285
ILTJ161516.96+532843.0,243.82068,53.47862,1.3795,0.8475
ILTJ161518.77+525822.4,243.82821,52.97290,2.9629,2.2831
ILTJ161512.39+535128.2,243.80162,53.85785,0.7984,0.6349
ILTJ161515.10+531309.0,243.81292,53.21919,1.8830,1.1698
ILTJ161512.77+532512.0,243.80321,53.42001,9.8453,3.5194
ILTJ161514.76+525816.3,243.81151,52.97120,2.2192,1.9061
ILTJ161515.72+523914.2,243.81550,52.65396,5.2656,2.6067
ILTJ161510.78+534058.1,243.79492,53.68282,0.5626,0.3958
ILTJ161515.14+523938.9,243.81306,52.66081,3.4885,1.1579
ILTJ161511.91+531914.5,243.79963,53.32069,1.8602,1.3199
ILTJ161509.89+531014.2,243.79119,53.17063,520.5613,34.3130
ILTJ161513.20+530122.5,243.80502,53.02292,1.1904,0.4914
ILTJ161512.68+525638.5,243.80284,52.94403,2.0430,1.0096
ILTJ161508.78+534124.2,243.78660,53.69008,0.5678,0.4207
ILTJ161508.94+532656.5,243.78725,53.44905,25.3811,17.8899
ILTJ161511.36+525950.0,243.79733,52.99723,9.6541,4.5065
ILTJ161510.79+530749.9,243.79495,53.13054,5.6585,3.8278
ILTJ161507.38+534922.9,243.78076,53.82304,0.5884,0.4965
ILTJ161509.26+531139.8,243.78857,53.19440,1.5349,0.6944
ILTJ161507.37+533357.7,243.78070,53.56604,0.8970,0.7028
ILTJ161508.90+525523.2,243.78706,52.92313,14.7777,8.4954
ILTJ161507.85+531321.6,243.78272,53.22269,0.6383,0.4985
ILTJ161505.85+532157.2,243.77439,53.36591,11.4717,9.1016
ILTJ161506.55+524452.1,243.77729,52.74780,76.6717,7.3527
ILTJ161505.90+531651.2,243.77460,53.28089,0.6088,0.5624
ILTJ161504.81+532724.9,243.77006,53.45692,0.9207,0.5139
ILTJ161503.57+531352.5,243.76489,53.23126,75.4145,22.8930
ILTJ161502.45+534525.1,243.76020,53.75697,0.7170,0.4068
ILTJ161503.30+533346.6,243.76375,53.56295,0.5912,0.4969
ILTJ161507.12+524815.6,243.77966,52.80434,0.9946,0.7937
ILTJ161505.61+530302.3,243.77336,53.05065,1.1006,0.7911
ILTJ161500.07+540329.7,243.75031,54.05826,1.0540,0.4264
ILTJ161501.37+534705.4,243.75572,53.78484,0.8564,0.6377
ILTJ161500.82+534830.2,243.75341,53.80840,0.6211,0.4688
ILTJ161459.09+535507.4,243.74620,53.91873,1.6931,1.3050
ILTJ161504.86+523500.9,243.77026,52.58360,2.0861,1.5690
ILTJ161458.15+535014.9,243.74228,53.83747,0.6518,0.4212
ILTJ161500.39+530435.2,243.75162,53.07646,33.1618,7.5635
ILTJ161456.24+535148.9,243.73432,53.86361,3.1671,2.6681
ILTJ161458.56+531316.4,243.74399,53.22124,12.0720,9.6365
ILTJ161454.36+540345.9,243.72649,54.06275,0.5571,0.4023
ILTJ161459.39+530415.1,243.74744,53.07088,0.7383,0.6097
ILTJ161458.77+531100.0,243.74489,53.18333,0.9014,0.6324
ILTJ161453.87+535001.3,243.72446,53.83372,2.9311,2.2197
ILTJ161459.05+524532.7,243.74606,52.75910,15.5920,1.7321
ILTJ161456.04+531345.5,243.73349,53.22933,1.1559,0.5723
ILTJ161454.95+532025.3,243.72896,53.34037,0.6002,0.5043
ILTJ161458.91+523429.4,243.74544,52.57484,0.8541,0.5688
ILTJ161456.91+525313.9,243.73713,52.88721,1.4283,0.8933
ILTJ161454.73+531548.4,243.72805,53.26345,1.4791,0.4708
ILTJ161451.48+534229.4,243.71452,53.70817,0.5753,0.4459
ILTJ161451.66+533432.9,243.71524,53.57582,0.7651,0.7189
ILTJ161456.83+523943.9,243.73680,52.66221,0.9779,0.5534
ILTJ161455.01+524804.4,243.72919,52.80123,0.8535,0.6852
ILTJ161451.62+532425.5,243.71508,53.40709,0.4917,0.5907
ILTJ161452.62+531215.7,243.71925,53.20436,1.2176,0.4859
ILTJ161452.10+524633.6,243.71707,52.77603,21.4359,1.3650
ILTJ161453.01+524719.0,243.72087,52.78863,1.8648,1.4137
ILTJ161451.00+530644.6,243.71249,53.11241,1.1496,0.6622
ILTJ161449.39+532013.8,243.70580,53.33718,0.8550,0.7734
ILTJ161446.19+534505.8,243.69244,53.75163,0.8447,0.4151
ILTJ161450.81+524251.1,243.71171,52.71422,2.1587,1.5718
ILTJ161446.24+531544.6,243.69265,53.26240,1.3980,1.2102
ILTJ161441.11+540231.4,243.67129,54.04206,0.5473,0.3940
ILTJ161442.92+533843.7,243.67885,53.64549,0.5673,0.4598
ILTJ161441.38+534954.1,243.67242,53.83171,0.5908,0.4481
ILTJ161441.43+534628.5,243.67261,53.77459,1.4656,0.3005
ILTJ161447.20+524012.1,243.69667,52.67004,1.9572,1.0284
ILTJ161444.77+530538.5,243.68653,53.09404,1.6714,0.6702
ILTJ161439.52+535415.5,243.66468,53.90432,2.7775,1.4172
ILTJ161438.58+540254.1,243.66075,54.04837,1.0197,0.4014
ILTJ161444.87+525529.3,243.68695,52.92481,3.9422,2.9713
ILTJ161440.67+533523.9,243.66944,53.58998,0.7747,0.5772
ILTJ161441.91+525039.6,243.67464,52.84434,1.2133,0.7939
ILTJ161440.05+530514.6,243.66687,53.08741,7.6842,6.1783
ILTJ161438.20+531125.2,243.65918,53.19036,0.8003,0.6637
ILTJ161433.07+540228.8,243.63780,54.04134,0.5915,0.4647
ILTJ161442.13+523127.8,243.67553,52.52441,0.6906,0.5302
ILTJ161433.65+535600.0,243.64019,53.93336,0.6176,0.4400
ILTJ161433.28+534421.9,243.63868,53.73944,1.1863,0.5885
ILTJ161438.43+524841.0,243.66013,52.81139,0.9823,0.8084
ILTJ161437.36+525945.2,243.65569,52.99589,0.9558,0.6535
ILTJ161435.28+531713.0,243.64698,53.28697,3.2948,2.5351
ILTJ161432.66+534108.7,243.63609,53.68576,0.3998,0.4616
ILTJ161429.71+540042.8,243.62381,54.01191,0.6289,0.3804
ILTJ161433.55+531701.2,243.63981,53.28369,1.0357,0.6478
ILTJ161436.10+524540.5,243.65043,52.76126,4.4166,3.3112
ILTJ161432.92+531639.3,243.63715,53.27758,1.0272,0.6698
ILTJ161429.46+534245.1,243.62274,53.71254,5.1136,2.0206
ILTJ161432.79+525211.6,243.63660,52.86991,5.8926,4.4164
ILTJ161432.95+525344.2,243.63728,52.89563,0.6383,0.4961
ILTJ161425.44+535601.5,243.60602,53.93375,3.2807,1.6024
ILTJ161432.31+524001.3,243.63462,52.66704,9.5035,4.9749
ILTJ161423.66+540352.5,243.59860,54.06460,2.4385,1.5382
ILTJ161431.73+524347.8,243.63221,52.72995,1.9253,1.6041
ILTJ161422.34+540148.0,243.59307,54.03000,2.2814,1.8840
ILTJ161431.48+523232.3,243.63116,52.54232,0.6933,0.6297
ILTJ161422.10+540036.0,243.59208,54.01001,0.5950,0.4809
ILTJ161426.08+525729.6,243.60868,52.95824,82.9085,42.5825
ILTJ161426.07+531843.5,243.60861,53.31208,1.3014,0.4676
ILTJ161425.65+532339.0,243.60689,53.39419,1.4362,0.6380
ILTJ161423.91+533135.4,243.59963,53.52651,46.5935,34.9660
ILTJ161420.51+535859.3,243.58547,53.98316,0.4792,0.4570
ILTJ161420.00+535144.4,243.58333,53.86234,1.7437,1.4595
ILTJ161427.45+524342.4,243.61436,52.72845,0.9777,0.4846
ILTJ161425.91+525440.4,243.60794,52.91123,0.4544,0.5961
ILTJ161420.34+534256.4,243.58476,53.71569,0.6859,0.4148
ILTJ161419.77+534644.2,243.58236,53.77896,0.4680,0.4352
ILTJ161416.42+535848.8,243.56843,53.98023,2.4641,1.9573
ILTJ161420.69+531422.6,243.58619,53.23961,0.6654,0.5580
ILTJ161416.44+535100.3,243.56849,53.85011,0.4344,0.3681
ILTJ161413.18+540411.1,243.55490,54.06975,64.4062,33.5815
ILTJ161414.97+534958.2,243.56238,53.83286,1.1742,0.6633
