id,type,z,host_Z,p_sn,p_host,host_target,host_visits_needed_pfs,host_hours_needed_desi,host_hours_done,observed,host_completed
2948,Ia,0.57658,21.927,4,4,1,1,4.2,4.0,0,0
2949,Ia,0.49189,21.012,0,0,1,1,4.2,6.0,0,1
2950,Ia,0.81216,23.222,0,0,1,4,16.8,16.0,0,0
2951,Ia,0.28805,24.567,1,1,1,44,184.8,0.0,0,0
2952,Ia,0.47174,21.389,3,3,1,1,4.2,6.0,0,1
2953,Ia,0.44176,19.485,1,1,1,1,4.2,0.0,1,0
2954,Ia,0.84530,23.643,3,3,1,8,33.6,0.0,0,0
2955,Ia,0.30944,20.345,1,1,1,1,4.2,4.0,1,0
2956,Ia,0.68336,20.553,4,4,1,1,4.2,4.0,0,0
2957,Ia,0.34224,19.400,0,0,1,1,4.2,6.0,1,1
2958,Ia,0.98366,22.901,4,4,1,3,12.6,12.0,1,0
2959,Ia,0.88765,21.807,0,0,1,1,4.2,4.0,0,0
2960,Ia,0.56618,23.744,4,4,1,10,42.0,4.0,0,0
2961,Ia,0.35565,19.914,5,5,1,1,4.2,2.0,0,0
2962,Ia,0.59190,24.319,3,3,1,28,117.6,16.0,1,0
2963,Ia,1.06348,25.993,1,1,0,-1,-1.0,0.0,0,0
2964,Ia,0.12471,18.718,2,2,1,1,4.2,6.0,0,1
2965,Ia,0.47667,22.550,2,2,1,2,8.4,6.0,0,0
2966,Ia,0.93069,24.147,2,2,1,21,88.2,14.0,0,0
2967,Ia,0.56533,21.934,1,1,1,1,4.2,4.0,0,0
2968,Ia,1.02653,27.010,4,4,0,-1,-1.0,0.0,0,0
2969,Ia,0.97143,23.740,5,5,1,10,42.0,12.0,0,0
2970,Ia,0.69141,22.522,4,4,1,2,8.4,10.0,0,1
2971,Ia,0.88379,21.076,1,1,1,1,4.2,0.0,0,0
2972,Ia,0.68487,20.750,0,0,1,1,4.2,6.0,0,1
2973,Ia,0.70492,22.391,3,3,1,1,4.2,6.0,0,1
2974,Ia,0.60688,19.750,1,1,1,1,4.2,6.0,0,1
2975,Ia,0.68044,22.979,3,3,1,3,12.6,10.0,1,0
2976,Ia,0.66233,21.330,2,2,1,1,4.2,6.0,0,1
2977,Ia,0.64390,22.819,0,0,1,2,8.4,0.0,1,0
2978,Ia,0.70675,23.650,1,1,1,9,37.8,16.0,0,0
2979,Ia,0.17733,22.503,1,1,1,1,4.2,6.0,0,1
2980,Ia,0.45990,21.189,5,5,1,1,4.2,6.0,0,1
2981,Ia,0.82595,23.221,0,0,1,4,16.8,6.0,0,0
2982,Ia,0.50393,25.017,0,0,1,98,411.6,8.0,1,0
2983,Ia,0.55709,19.668,3,3,1,1,4.2,6.0,0,1
2984,Ia,0.44699,21.806,2,2,1,1,4.2,6.0,0,1
2985,Ia,0.81642,21.985,2,2,1,1,4.2,0.0,0,0
2986,Ia,1.03939,23.353,-1,-1,1,5,21.0,0.0,0,0
2987,Ia,0.38348,23.767,2,2,1,10,42.0,6.0,0,0
2988,Ia,0.70394,27.495,2,2,0,-1,-1.0,0.0,0,0
2989,Ia,0.44544,22.210,1,1,1,1,4.2,6.0,0,1
2990,Ia,0.22408,21.208,-1,-1,1,1,4.2,0.0,0,0
2991,Ia,0.76440,21.478,2,2,1,1,4.2,2.0,0,0
2992,Ia,0.95274,20.550,4,4,1,1,4.2,6.0,0,1
2993,Ia,0.88575,22.894,4,4,1,3,12.6,8.0,0,0
2994,Ia,0.45802,22.427,1,1,1,1,4.2,0.0,1,0
2995,Ia,0.62711,22.604,2,2,1,2,8.4,6.0,0,0
2996,Ia,0.46650,25.469,5,5,1,224,940.8,4.0,0,0
2997,Ia,0.97540,25.090,5,5,1,114,478.8,2.0,1,0
2998,Ia,0.40628,23.452,3,3,1,6,25.2,12.0,1,0
2999,Ia,1.10987,23.566,1,1,1,7,29.4,10.0,0,0
3000,Ia,0.28600,19.911,4,4,1,1,4.2,6.0,0,1
3001,Ia,0.68670,22.235,-1,-1,1,1,4.2,0.0,0,0
3002,Ia,0.95249,23.297,2,2,1,5,21.0,2.0,0,0
3003,Ia,0.94071,22.358,0,0,1,1,4.2,4.0,0,0
3004,Ia,0.63834,21.554,-1,-1,1,1,4.2,0.0,0,0
3005,Ia,0.64734,22.572,3,3,1,2,8.4,10.0,0,1
3006,Ia,0.77821,20.540,2,2,1,1,4.2,6.0,0,1
3007,Ia,0.25930,999.000,5,-1,0,-1,-1.0,0.0,0,0
3008,Ia,0.61596,22.554,0,0,1,2,8.4,4.0,0,0
3009,Ia,0.58536,26.320,0,0,0,-1,-1.0,0.0,0,0
3010,Ia,0.56694,20.945,2,2,1,1,4.2,6.0,0,1
3011,Ia,0.70149,21.355,3,3,1,1,4.2,6.0,0,1
3012,Ia,0.50479,22.256,5,5,1,1,4.2,6.0,0,1
3013,Ia,0.87396,21.470,5,5,1,1,4.2,4.0,0,0
3014,Ia,0.86428,22.249,1,1,1,1,4.2,6.0,0,1
3015,Ia,1.04135,22.221,0,0,1,1,4.2,6.0,0,1
3016,Ia,0.73760,21.445,4,4,1,1,4.2,6.0,0,1
3017,Ia,0.11924,22.134,2,2,1,1,4.2,0.0,1,0
3018,Ia,0.66077,22.716,1,1,1,2,8.4,0.0,0,0
3019,Ia,0.57223,21.275,5,5,1,1,4.2,2.0,1,0
3020,Ia,0.85138,21.786,3,3,1,1,4.2,6.0,0,1
3021,Ia,0.79510,20.363,2,2,1,1,4.2,6.0,0,1
3022,Ia,0.62385,21.594,4,4,1,1,4.2,6.0,1,1
3023,Ia,0.64340,23.353,5,5,1,5,21.0,2.0,1,0
3024,Ia,0.70446,20.663,1,1,1,1,4.2,6.0,0,1
3025,Ia,0.88983,23.001,1,1,1,3,12.6,14.0,0,1
3026,Ia,0.49097,20.615,5,5,1,1,4.2,6.0,1,1
3027,Ia,0.67011,20.894,4,4,1,1,4.2,6.0,0,1
3028,Ia,0.56993,21.165,2,2,1,1,4.2,6.0,0,1
3029,Ia,1.02946,22.391,4,4,1,1,4.2,4.0,0,0
3030,Ia,0.79361,23.691,2,2,1,9,37.8,14.0,0,0
3031,Ia,0.18008,19.237,1,1,1,1,4.2,6.0,1,1
3032,Ia,0.47495,19.572,0,0,1,1,4.2,6.0,0,1
3033,Ia,0.88390,22.024,1,1,1,1,4.2,6.0,0,1
3034,Ia,0.55316,22.296,5,5,1,1,4.2,6.0,1,1
3035,Ia,0.63892,21.672,3,3,1,1,4.2,6.0,0,1
3036,Ia,0.57495,20.080,2,2,1,1,4.2,6.0,0,1
3037,Ia,0.60124,20.453,-1,-1,1,1,4.2,0.0,0,0
3038,Ia,0.77317,21.575,5,5,1,1,4.2,6.0,0,1
3039,Ia,0.69861,21.464,1,1,1,1,4.2,6.0,0,1
3040,Ia,0.45620,20.652,1,1,1,1,4.2,6.0,1,1
3041,Ia,0.40095,20.352,0,0,1,1,4.2,6.0,0,1
3042,Ia,0.39579,21.606,1,1,1,1,4.2,2.0,1,0
3043,Ia,0.99918,25.696,4,4,0,-1,-1.0,0.0,0,0
3044,Ia,0.74640,22.270,4,4,1,1,4.2,6.0,1,1
3045,Ia,0.76272,21.291,1,1,1,1,4.2,6.0,1,1
3046,Ia,0.51816,21.795,3,3,1,1,4.2,6.0,0,1
3047,Ia,0.78013,22.727,3,3,1,2,8.4,10.0,0,1
3048,Ia,0.77323,22.031,1,1,1,1,4.2,6.0,0,1
3049,Ia,0.81377,999.000,0,-1,0,-1,-1.0,0.0,0,0
3050,Ia,0.11943,22.152,-1,-1,1,1,4.2,0.0,0,0
3051,Ia,0.46567,21.988,1,1,1,1,4.2,6.0,1,1
3052,Ia,0.64606,21.466,0,0,1,1,4.2,6.0,1,1
3053,Ia,0.87528,21.839,3,3,1,1,4.2,6.0,0,1
3054,Ia,0.76757,27.655,1,1,0,-1,-1.0,0.0,0,0
3055,Ia,0.50611,21.966,4,4,1,1,4.2,6.0,1,1
3056,Ia,0.31152,21.150,1,1,1,1,4.2,6.0,1,1
3057,Ia,0.61937,20.612,4,4,1,1,4.2,0.0,0,0
3058,Ia,0.58875,20.496,1,1,1,1,4.2,6.0,0,1
3059,Ia,0.41263,20.776,3,3,1,1,4.2,6.0,0,1
3060,Ia,0.13633,20.642,5,5,1,1,4.2,4.0,1,0
3061,Ia,0.47787,23.855,5,5,1,12,50.4,12.0,0,0
3062,Ia,0.41115,20.698,5,5,1,1,4.2,6.0,1,1
3063,Ia,0.95488,20.750,3,3,1,1,4.2,6.0,0,1
3064,Ia,0.79240,23.659,1,1,1,9,37.8,2.0,0,0
3065,Ia,0.64824,20.259,3,3,1,1,4.2,6.0,0,1
3066,Ia,0.90470,25.469,4,4,1,224,940.8,0.0,0,0
3067,Ia,0.45994,999.000,1,-1,0,-1,-1.0,0.0,1,0
3068,Ia,0.62049,20.620,3,3,1,1,4.2,4.0,1,0
3069,Ia,0.78684,21.580,-1,-1,1,1,4.2,0.0,0,0
3070,Ia,0.60371,23.752,5,5,1,10,42.0,4.0,1,0
3071,Ia,0.62269,23.997,4,4,1,15,63.0,12.0,0,0
3072,Ia,0.25939,21.198,3,3,1,1,4.2,6.0,0,1
3073,Ia,0.85346,21.178,2,2,1,1,4.2,6.0,0,1
3074,Ia,0.24237,19.990,4,4,1,1,4.2,6.0,0,1
3075,Ia,1.14846,23.077,3,3,1,3,12.6,10.0,0,0
3076,Ia,0.37682,27.073,4,4,0,-1,-1.0,0.0,0,0
3077,Ia,0.52954,21.520,3,3,1,1,4.2,4.0,1,0
3078,Ia,0.96189,24.438,0,0,1,34,142.8,12.0,0,0
3079,Ia,0.62083,22.195,1,1,1,1,4.2,6.0,0,1
3080,Ia,0.88730,21.035,1,1,1,1,4.2,4.0,0,0
3081,Ia,0.74251,21.155,4,4,1,1,4.2,6.0,0,1
3082,Ia,0.94256,21.814,4,4,1,1,4.2,0.0,0,0
3083,Ia,0.63472,22.735,5,5,1,2,8.4,4.0,1,0
3084,Ia,0.80373,25.886,4,4,0,-1,-1.0,0.0,0,0
3085,Ia,0.94945,22.573,5,5,1,2,8.4,6.0,0,0
3086,Ia,0.26206,19.251,4,4,1,1,4.2,6.0,0,1
3087,Ia,0.64473,21.827,0,0,1,1,4.2,0.0,0,0
3088,Ia,0.30894,24.249,1,1,1,24,100.8,0.0,1,0
3089,Ia,0.39352,22.730,5,5,1,2,8.4,0.0,1,0
3090,Ia,0.67563,21.512,4,4,1,1,4.2,4.0,0,0
3091,CC,0.37984,21.765,3,3,1,1,4.2,6.0,1,1
3092,CC,0.33153,21.332,0,0,1,1,4.2,6.0,1,1
3093,CC,0.19021,24.112,3,3,1,19,79.8,6.0,0,0
3094,CC,0.46414,24.309,3,3,1,27,113.4,16.0,0,0
3095,CC,0.36303,21.192,1,1,1,1,4.2,6.0,1,1
3096,CC,0.20337,19.281,3,3,1,1,4.2,4.0,1,0
3097,CC,0.55193,21.792,3,3,1,1,4.2,6.0,0,1
3098,CC,0.29040,25.230,2,2,1,144,604.8,14.0,0,0
3099,CC,0.36046,22.255,0,0,1,1,4.2,0.0,1,0
3100,CC,0.25838,20.985,4,4,1,1,4.2,6.0,1,1
3101,CC,0.29233,21.845,0,0,1,1,4.2,4.0,0,0
3102,CC,0.18690,23.556,5,5,1,7,29.4,12.0,1,0
3103,CC,0.38222,23.086,2,2,1,3,12.6,6.0,1,0
3104,CC,0.15128,22.534,0,0,1,2,8.4,10.0,0,1
3105,CC,0.24212,19.247,3,3,1,1,4.2,6.0,0,1
3106,CC,0.45895,23.325,4,4,1,5,21.0,12.0,0,0
3107,CC,0.51197,24.948,3,3,1,87,365.4,10.0,1,0
3108,CC,0.35790,23.421,4,4,1,6,25.2,6.0,1,0
3109,CC,0.23214,21.179,5,5,1,1,4.2,6.0,1,1
3110,CC,0.36011,21.414,2,2,1,1,4.2,0.0,0,0
3111,CC,0.44936,25.346,0,0,1,182,764.4,4.0,1,0
3112,CC,0.25247,23.358,5,5,1,5,21.0,4.0,1,0
3113,CC,0.27223,24.554,0,0,1,43,180.6,2.0,0,0
3114,CC,0.17527,20.397,2,2,1,1,4.2,6.0,1,1
3115,CC,0.29412,25.927,-1,-1,0,-1,-1.0,0.0,0,0
3116,CC,0.47339,24.617,2,2,1,48,201.6,4.0,0,0
3117,CC,0.27966,20.707,-1,-1,1,1,4.2,0.0,0,0
3118,CC,0.25976,22.225,3,3,1,1,4.2,6.0,1,1
3119,CC,0.25260,24.790,5,5,1,65,273.0,0.0,1,0
3120,CC,0.37113,21.755,3,3,1,1,4.2,0.0,0,0
3121,CC,0.24540,19.602,2,2,1,1,4.2,6.0,1,1
3122,CC,0.24615,25.906,1,1,0,-1,-1.0,0.0,1,0
3123,CC,0.25357,19.052,1,1,1,1,4.2,6.0,0,1
3124,CC,0.34773,26.106,0,0,0,-1,-1.0,0.0,0,0
3125,CC,0.41117,20.193,0,0,1,1,4.2,6.0,1,1
3126,CC,0.24955,19.650,2,2,1,1,4.2,6.0,0,1
3127,CC,0.39990,20.243,0,0,1,1,4.2,6.0,0,1
3128,CC,0.23043,18.780,0,0,1,1,4.2,6.0,1,1
3129,CC,0.39622,25.758,0,0,0,-1,-1.0,0.0,0,0
3130,CC,0.73799,26.274,1,1,0,-1,-1.0,0.0,0,0
3131,CC,0.23276,18.809,3,3,1,1,4.2,6.0,1,1
3132,CC,0.66425,999.000,4,-1,0,-1,-1.0,0.0,0,0
3133,CC,0.44555,25.346,0,0,1,182,764.4,16.0,0,0
3134,CC,0.46683,24.466,4,4,1,36,151.2,6.0,0,0
3135,CC,0.30490,25.095,1,1,1,115,483.0,14.0,0,0
3136,CC,0.49955,26.320,0,0,0,-1,-1.0,0.0,0,0
3137,CC,0.45157,23.361,0,0,1,5,21.0,14.0,0,0
3138,CC,0.43925,22.445,5,5,1,1,4.2,6.0,0,1
3139,CC,0.40311,25.665,3,3,0,-1,-1.0,0.0,0,0
3140,CC,0.58388,24.398,1,1,1,32,134.4,10.0,0,0
3141,CC,0.22884,24.580,-1,-1,1,45,189.0,0.0,0,0
3142,CC,0.30039,27.297,4,4,0,-1,-1.0,0.0,0,0
3143,CC,0.34346,23.506,5,5,1,7,29.4,2.0,1,0
3144,CC,0.42066,23.668,3,3,1,9,37.8,14.0,1,0
3145,CC,0.34868,24.486,5,5,1,37,155.4,10.0,1,0
3146,CC,0.50541,22.456,1,1,1,1,4.2,6.0,0,1
3147,CC,0.40207,20.773,1,1,1,1,4.2,6.0,0,1
3148,CC,0.20683,24.823,5,5,1,70,294.0,6.0,1,0
3149,CC,0.40312,24.568,4,4,1,44,184.8,6.0,0,0
3150,CC,0.36462,21.765,0,0,1,1,4.2,6.0,0,1
3151,CC,0.21418,23.008,-1,-1,1,3,12.6,0.0,0,0
3152,CC,0.38122,21.084,1,1,1,1,4.2,2.0,1,0
3153,CC,0.30612,19.844,0,0,1,1,4.2,6.0,1,1
3154,CC,0.35847,26.095,-1,-1,0,-1,-1.0,0.0,0,0
3155,CC,0.37348,24.659,2,2,1,52,218.4,6.0,1,0
3156,CC,0.32266,25.159,4,4,1,129,541.8,6.0,1,0
3157,CC,0.84036,28.689,-1,-1,0,-1,-1.0,0.0,0,0
3158,CC,0.31629,22.654,5,5,1,2,8.4,10.0,1,1
3159,CC,1.00555,26.763,4,4,0,-1,-1.0,0.0,1,0
3160,CC,0.32693,20.127,4,4,1,1,4.2,4.0,1,0
3161,CC,2.21976,25.985,4,4,0,-1,-1.0,0.0,0,0
3162,CC,0.51227,20.556,2,2,1,1,4.2,6.0,1,1
3163,CC,2.25180,25.188,4,4,1,135,567.0,12.0,0,0
3164,CC,0.97863,27.147,2,2,0,-1,-1.0,0.0,0,0
3165,CC,0.65446,21.989,5,5,1,1,4.2,6.0,0,1
3166,CC,1.36085,23.790,2,2,1,11,46.2,12.0,0,0
3167,CC,0.41593,24.975,0,0,1,91,382.2,4.0,0,0
3168,CC,0.78616,20.619,0,0,1,1,4.2,6.0,0,1
3169,CC,1.40802,27.586,3,3,0,-1,-1.0,0.0,0,0
3170,CC,0.72926,21.096,1,1,1,1,4.2,6.0,0,1
3171,CC,0.44080,24.533,2,2,1,41,172.2,2.0,1,0
3172,CC,1.26336,23.272,2,2,1,4,16.8,18.0,0,1
3173,CC,0.52438,27.255,4,4,0,-1,-1.0,0.0,0,0
3174,CC,1.36861,24.145,4,4,1,20,84.0,12.0,0,0
3175,CC,1.00458,27.701,1,1,0,-1,-1.0,0.0,0,0
3176,CC,0.28809,20.275,4,4,1,1,4.2,4.0,1,0
3177,CC,0.81985,22.210,0,0,1,1,4.2,6.0,1,1
3178,CC,1.37899,999.000,5,-1,0,-1,-1.0,0.0,0,0
3179,CC,0.36143,19.964,4,4,1,1,4.2,6.0,0,1
3180,CC,1.94269,25.585,4,4,0,-1,-1.0,0.0,0,0
3181,CC,1.59144,25.559,5,5,0,-1,-1.0,0.0,0,0
3182,CC,1.55931,26.893,2,2,0,-1,-1.0,0.0,0,0
3183,CC,0.58280,25.723,2,2,0,-1,-1.0,0.0,1,0
3184,CC,1.26385,23.183,-1,-1,1,4,16.8,0.0,0,0
3185,CC,1.15193,27.378,4,4,0,-1,-1.0,0.0,0,0
3186,CC,0.78116,999.000,5,-1,0,-1,-1.0,0.0,0,0
3187,CC,1.97323,25.708,4,4,0,-1,-1.0,0.0,0,0
3188,CC,1.21862,26.291,5,5,0,-1,-1.0,0.0,0,0
3189,CC,0.54703,25.923,1,1,0,-1,-1.0,0.0,1,0
3190,CC,0.94769,25.850,3,3,0,-1,-1.0,0.0,1,0
3191,CC,2.27425,25.527,1,1,0,-1,-1.0,0.0,0,0
3192,CC,0.54943,23.099,1,1,1,3,12.6,2.0,1,0
3193,CC,0.99060,22.970,5,5,1,3,12.6,14.0,1,1
3194,CC,1.00701,22.977,0,0,1,3,12.6,14.0,0,1
3195,CC,1.50092,24.125,4,4,1,20,84.0,2.0,1,0
3196,CC,1.04784,23.862,5,5,1,12,50.4,4.0,1,0
3197,CC,0.96651,25.126,1,1,1,121,508.2,12.0,0,0
3198,CC,0.50378,21.561,0,0,1,1,4.2,6.0,0,1
3199,CC,0.79229,22.137,1,1,1,1,4.2,6.0,1,1
3200,CC,0.74750,23.744,2,2,1,10,42.0,0.0,0,0
3201,CC,0.79664,26.239,5,5,0,-1,-1.0,0.0,1,0
3202,CC,1.38883,27.336,0,0,0,-1,-1.0,0.0,0,0
3203,CC,0.62612,21.523,-1,-1,1,1,4.2,0.0,0,0
3204,CC,0.67482,26.195,3,3,0,-1,-1.0,0.0,0,0
3205,CC,1.96494,999.000,5,-1,0,-1,-1.0,0.0,1,0
3206,CC,1.00457,25.522,1,1,0,-1,-1.0,0.0,0,0
3207,CC,1.45613,24.525,0,0,1,40,168.0,10.0,1,0
3208,CC,0.85660,22.062,0,0,1,1,4.2,6.0,1,1
3209,CC,0.63938,22.712,-1,-1,1,2,8.4,0.0,0,0
3210,CC,0.60192,27.144,1,1,0,-1,-1.0,0.0,1,0
3211,CC,0.62752,999.000,2,-1,0,-1,-1.0,0.0,0,0
3212,CC,0.80879,21.938,5,5,1,1,4.2,6.0,1,1
3213,CC,0.69719,26.804,1,1,0,-1,-1.0,0.0,0,0
3214,CC,0.92919,22.547,1,1,1,2,8.4,10.0,0,1
3215,CC,0.96462,21.667,2,2,1,1,4.2,6.0,1,1
3216,CC,0.94092,25.564,1,1,0,-1,-1.0,0.0,0,0
3217,CC,0.54458,21.645,2,2,1,1,4.2,6.0,0,1
3218,CC,0.45179,26.892,1,1,0,-1,-1.0,0.0,1,0
3219,CC,0.64735,25.326,3,3,1,175,735.0,2.0,1,0
3220,CC,0.35454,21.097,3,3,1,1,4.2,0.0,0,0
3221,CC,0.40042,24.115,2,2,1,19,79.8,0.0,0,0
3222,CC,0.54776,22.576,1,1,1,2,8.4,10.0,0,1
3223,CC,0.31945,25.135,3,3,1,123,516.6,8.0,1,0
3224,CC,0.64394,23.566,-1,-1,1,7,29.4,0.0,0,0
3225,CC,0.26573,21.903,1,1,1,1,4.2,0.0,0,0
3226,CC,1.00249,24.401,0,0,1,32,134.4,10.0,0,0
3227,CC,0.55572,25.680,5,5,0,-1,-1.0,0.0,1,0
3228,CC,0.77659,24.016,2,2,1,16,67.2,16.0,0,0
3229,CC,0.66638,25.175,5,5,1,132,554.4,12.0,0,0
3230,CC,0.70152,22.237,4,4,1,1,4.2,6.0,0,1
3231,CC,1.10789,26.966,4,4,0,-1,-1.0,0.0,0,0
3232,CC,0.64236,22.721,0,0,1,2,8.4,2.0,0,0
3233,CC,0.60116,21.341,1,1,1,1,4.2,6.0,0,1
3234,CC,0.39616,22.116,0,0,1,1,4.2,6.0,0,1
3235,CC,0.42384,26.087,1,1,0,-1,-1.0,0.0,0,0
3236,CC,0.22709,19.597,-1,-1,1,1,4.2,0.0,0,0
3237,CC,0.42375,23.586,5,5,1,8,33.6,16.0,0,0
3238,CC,0.43557,22.847,1,1,1,2,8.4,4.0,0,0
3239,CC,0.69883,24.345,1,1,1,29,121.8,4.0,0,0
3240,CC,0.56539,24.410,4,4,1,33,138.6,16.0,0,0
3241,CC,0.65567,22.287,0,0,1,1,4.2,6.0,0,1
3242,CC,0.87929,23.187,5,5,1,4,16.8,8.0,0,0
3243,CC,0.30508,24.204,5,5,1,22,92.4,16.0,0,0
3244,CC,0.22579,19.578,4,4,1,1,4.2,0.0,1,0
3245,CC,0.34653,26.908,0,0,0,-1,-1.0,0.0,1,0
3246,CC,0.34713,22.481,0,0,1,1,4.2,6.0,1,1
3247,CC,0.64842,21.888,1,1,1,1,4.2,0.0,0,0
3248,CC,0.59372,24.345,5,5,1,29,121.8,14.0,0,0
3249,CC,0.56309,23.593,3,3,1,8,33.6,10.0,1,0
3250,CC,0.93020,23.688,5,5,1,9,37.8,8.0,0,0
3251,CC,0.65254,22.744,4,4,1,2,8.4,10.0,0,1
3252,CC,0.58212,22.158,-1,-1,1,1,4.2,0.0,0,0
3253,CC,0.38285,25.561,2,2,0,-1,-1.0,0.0,1,0
3254,CC,0.51449,24.946,2,2,1,87,365.4,16.0,0,0
3255,CC,0.17407,20.391,5,5,1,1,4.2,2.0,1,0
3256,CC,0.33279,21.339,1,1,1,1,4.2,6.0,1,1
3257,CC,0.41803,23.140,4,4,1,4,16.8,2.0,0,0
3258,CC,0.59717,21.876,3,3,1,1,4.2,6.0,0,1
3259,CC,0.58621,20.085,2,2,1,1,4.2,6.0,0,1
3260,CC,0.48247,23.160,4,4,1,4,16.8,16.0,0,0
3261,CC,0.42237,22.623,1,1,1,2,8.4,10.0,0,1
3262,CC,0.19459,23.336,4,4,1,5,21.0,12.0,0,0
3263,CC,0.44901,23.438,3,3,1,6,25.2,6.0,0,0
3264,CC,0.55245,20.864,5,5,1,1,4.2,4.0,0,0
3265,CC,0.76845,22.001,4,4,1,1,4.2,4.0,0,0
3266,CC,0.47059,24.304,3,3,1,27,113.4,4.0,0,0
3267,CC,0.37740,23.389,0,0,1,6,25.2,14.0,0,0
3268,CC,0.75124,21.259,1,1,1,1,4.2,4.0,0,0
3269,CC,0.14934,21.873,1,1,1,1,4.2,6.0,0,1
3270,CC,0.59526,999.000,4,-1,0,-1,-1.0,0.0,0,0
3271,CC,0.37625,22.791,1,1,1,2,8.4,8.0,0,0
3272,CC,0.27049,19.189,3,3,1,1,4.2,6.0,0,1
3273,CC,0.48913,23.447,4,4,1,6,25.2,6.0,0,0
3274,CC,0.85912,24.996,5,5,1,93,390.6,16.0,0,0
3275,CC,0.41445,26.484,1,1,0,-1,-1.0,0.0,0,0
3276,CC,0.27799,25.373,3,3,1,191,802.2,6.0,0,0
3277,CC,0.29683,26.211,3,3,0,-1,-1.0,0.0,1,0
3278,CC,0.40481,22.302,0,0,1,1,4.2,6.0,0,1
3279,CC,0.39133,999.000,3,-1,0,-1,-1.0,0.0,1,0
3280,CC,0.75082,23.414,1,1,1,6,25.2,14.0,0,0
3281,CC,0.49085,21.732,3,3,1,1,4.2,6.0,1,1
3282,CC,0.93919,22.710,2,2,1,2,8.4,4.0,1,0
3283,CC,0.20192,20.460,2,2,1,1,4.2,6.0,1,1
3284,CC,0.76923,25.254,0,0,1,150,630.0,8.0,1,0
3285,CC,0.21469,23.543,4,4,1,7,29.4,0.0,1,0
3286,CC,0.58820,25.889,4,4,0,-1,-1.0,0.0,0,0
3287,CC,0.75999,26.642,2,2,0,-1,-1.0,0.0,0,0
3288,CC,0.79884,25.761,2,2,0,-1,-1.0,0.0,0,0
3289,CC,0.30186,23.233,1,1,1,4,16.8,0.0,1,0
3290,CC,0.61865,25.760,3,3,0,-1,-1.0,0.0,0,0
3291,CC,0.52969,21.776,4,4,1,1,4.2,4.0,0,0
3292,CC,0.53662,27.309,3,3,0,-1,-1.0,0.0,0,0
3293,CC,0.86929,25.014,1,1,1,97,407.4,4.0,0,0
3294,CC,0.55145,22.129,5,5,1,1,4.2,6.0,0,1
3295,CC,0.62133,999.000,3,-1,0,-1,-1.0,0.0,0,0
3296,CC,0.42844,21.826,5,5,1,1,4.2,6.0,0,1
3297,CC,0.46409,20.253,0,0,1,1,4.2,6.0,0,1
3298,CC,0.41195,21.260,0,0,1,1,4.2,4.0,0,0
3299,CC,0.38005,27.275,5,5,0,-1,-1.0,0.0,0,0
3300,CC,0.54267,26.320,1,1,0,-1,-1.0,0.0,0,0
3301,CC,0.33954,21.242,3,3,1,1,4.2,6.0,0,1
3302,CC,0.50979,21.547,2,2,1,1,4.2,6.0,0,1
3303,CC,1.00599,27.067,2,2,0,-1,-1.0,0.0,0,0
3304,CC,0.76364,23.420,5,5,1,6,25.2,2.0,0,0
3305,CC,0.30616,25.177,4,4,1,133,558.6,16.0,0,0
3306,CC,0.40219,19.941,5,5,1,1,4.2,4.0,1,0
3307,CC,0.84657,22.589,2,2,1,2,8.4,10.0,0,1
3308,CC,0.27441,24.172,3,3,1,21,88.2,0.0,1,0
3309,CC,0.73837,20.936,0,0,1,1,4.2,2.0,1,0
3310,CC,0.81898,23.040,4,4,1,3,12.6,0.0,0,0
3311,CC,0.56366,26.778,4,4,0,-1,-1.0,0.0,0,0
3312,CC,0.79803,22.625,4,4,1,2,8.4,10.0,0,1
3313,CC,0.31070,19.757,1,1,1,1,4.2,6.0,0,1
3314,CC,0.56518,25.352,2,2,1,184,772.8,16.0,1,0
3315,CC,0.56020,18.342,4,4,1,1,4.2,2.0,1,0
3316,CC,0.83499,25.766,0,0,0,-1,-1.0,0.0,0,0
3317,CC,0.90912,22.704,0,0,1,2,8.4,8.0,0,0
3318,CC,0.36545,25.943,4,4,0,-1,-1.0,0.0,1,0
3319,CC,0.50747,23.852,-1,-1,1,12,50.4,0.0,0,0
3320,CC,0.31623,18.601,4,4,1,1,4.2,6.0,1,1
3321,CC,0.98909,23.498,3,3,1,6,25.2,18.0,0,0
3322,CC,0.45901,24.049,1,1,1,17,71.4,2.0,0,0
3323,CC,0.20088,19.314,2,2,1,1,4.2,6.0,1,1
3324,CC,0.37660,25.984,2,2,0,-1,-1.0,0.0,1,0
3325,CC,0.45970,20.619,1,1,1,1,4.2,0.0,0,0
3326,CC,0.79891,26.399,2,2,0,-1,-1.0,0.0,1,0
3327,CC,0.57676,22.958,4,4,1,3,12.6,0.0,0,0
3328,CC,0.52361,22.598,2,2,1,2,8.4,10.0,0,1
3329,CC,0.72204,22.187,5,5,1,1,4.2,6.0,0,1
3330,CC,0.59443,24.182,1,1,1,22,92.4,4.0,0,0
3331,CC,0.65936,21.733,2,2,1,1,4.2,6.0,1,1
3332,CC,0.63361,21.368,3,3,1,1,4.2,6.0,0,1
3333,CC,0.30282,25.786,2,2,0,-1,-1.0,0.0,0,0
3334,CC,0.69620,24.006,1,1,1,16,67.2,10.0,1,0
3335,CC,0.76193,24.356,1,1,1,30,126.0,14.0,0,0
